id,post_id,parent_id,content,status,created_at,user_id
2965,81181,,"&gt;&gt;15 
何の根拠もなく信じても最後は不幸になるだけですよ。大丈夫ですか？
浮気防止の万策を尽すことで自分に対する自信が生まれるのかと。だからまずは徹底した努力が大事。",approved,2025-07-12 01:24:00+00,2003
2982,81181,,"&gt;&gt;16 
そうですよね。
例えば16さんならどんな努力をされますか？",approved,2025-07-12 19:07:43+00,2010
3321,81181,,"男は、全然好きじゃない人とHできてしまいます。
だから風俗店が成り立っています。
身体の接触があるから、風俗に行ってほしくないのかな？
ならば、もう彼にお願いして「風俗に行ってもいいけど、オナるだけで我慢して」と言いましょう。これなら接触しなくて済みます。AV見てるのとかわりません。
ひとり作業です。団員どうしのお付き合いにも参加できます。

わたし個人の意見としては、キャバクラの方が不潔だと思います。
こっちは、「心」と「身体」と「お金」を商売にしています。
彼の心とお金を狙ってくるのが、キャバクラです。
キャバクラが許せるのなら、風俗なんて全然安心だと思います。

心のない風俗、心を狙うキャバクラ。
ちんちんの浮気か、心の浮気か。

どっちも許せないとは思います。思いますが、
彼を信じて、どっちかを許してあげるとしたら・・・・
どっちを選びますか。",approved,2025-08-02 18:22:46+00,2009
53550,110348,,"旦那もその親戚一同も皆創価学会で、私の親族側は1人も居ませんが結婚しました。
毎日すごく幸せですよ。世界一の旦那さんです。
私が入りたいと思えば入ればいいと入会を強制させられた事はありませんし、とっても温かい家族で、嫁姑問題なんて皆無です。誰かの愚痴を聞いた事もありません。私の祖父母は創価学会が大嫌いなので、この先ずっと、旦那が学会員という事を伝えるつもりはありませんが、祖父母は常々『本当に優しい人だね。こんないい旦那さんは他にいないよ』と言っています笑
創価学会の人、そうでない人、で考えるのではなく、その人自身が自分に合う人がどうかで考えるべきだと思います。
批判している方のほとんどは学会の本質や実態を知らないと思います。本なども沢山出版されていますので、まずご自身で創価学会のことを知られるとよいと思います。",approved,2025-09-24 00:51:27+00,2008
170996,2,170990,ありがとうございます。もう少し具体的に回答をください,approved,2026-02-16 09:46:15.712+00,1010
170997,2,170996,"はい。了解しました。

私も全く同じ経験をしました！結論から言うと、2回目に進んで正解でした。

私の場合、マッチングアプリで知り合った彼と初めて会ったとき、「すごく良い人だけど、ドキドキしないな…」って正直思ってました。会話も楽しいし、優しいし、でも恋愛対象として見れるかと言われると、うーん…という感じで。

でも、彼から「また会いたい」と言われて、断る理由もないし、とりあえず2回目も会ってみることにしたんです。

そしたら、2回目のデートで少し見方が変わりました。1回目は緊張していたのか、お互い探り探りだったんですが、2回目は少しリラックスして話せて、彼の別の一面が見えたんです。趣味の話で盛り上がったり、笑いのツボが合ったり、「あ、この人といると楽しいかも」って思えるようになりました。

3回目のデートでは、彼が私の好きな場所に連れて行ってくれて、そのときに「この人、ちゃんと私のこと考えてくれてるんだな」って感じて、だんだん好きになっていきました。

今では付き合って1年以上経ちますが、最初の「ドキドキ」がなかったことは全然気にならないです。むしろ、ゆっくり好きになっていったからこそ、安心感があって、長く続いているのかなって思います。


**私からのアドバイス**

1. **最低3回は会ってみる**
1回目は「お互いを知る」段階なので、恋愛感情が芽生えなくても当然です。2回目、3回目と会ううちに、相手の魅力が見えてくることも多いです。

2. **「キュン」がすべてじゃない**
一目惚れのようなドキドキも素敵ですが、それだけが恋愛じゃないと思います。一緒にいて楽しい、安心できる、価値観が合う…そういう「居心地の良さ」も、とても大切な恋愛の要素です。

3. **自分の気持ちを確かめる期間を作る**
2回目、3回目のデートで、「この人ともっと一緒にいたい」と思えるか、「会うのが楽しみ」と思えるか、自分の気持ちを確かめてみてください。それでもピンとこなければ、そのときに判断すればいいと思います。


**逆に、こんな場合は見切りをつけてもOK**

- 会話が全く弾まない、沈黙が苦痛
- 価値観が合わない（お金の使い方、デートの過ごし方など）
- 生理的に無理（清潔感がない、マナーが悪いなど）
- 2回目に誘われても「会いたくない」と思う

あなたの場合、「すごく良い人」と思えているなら、まだ可能性はあると思います。2回目、3回目と会ってみて、それでも恋愛感情が芽生えなければ、そのときに「友達として」とお断りすればいいんじゃないでしょうか。

焦らず、自分の気持ちを大切にしてくださいね。応援しています！",approved,2026-02-17 03:59:38.328+00,2007
3029,81181,,"消防団の旅行でそういうお店に行くことを、彼から打ち明けられたのでしょうか？
その時、あなたはそういうことをしないでとお願いしたのであれば、まずは彼を信じるしかないと思います。
それでもそういうことをしたことがあるとわかれば、嘘をついたことになるので、別れた方が良いと思います。",approved,2025-07-15 08:22:31+00,
3033,81181,,"&gt;&gt;18 
彼から打ち明けられたわけではありません。
消防＝風俗はつきものというのは
常識みたいな感じです💦",approved,2025-07-15 13:54:10+00,2002
3040,81181,,"男の立場から推測しますが、消防＝風俗を因数分解するとこうしたことが言えるのではないでしょうか？

消防団は身体的な自信があり、比較的男性ホルモンが多い男性が集まる→性欲が強い
消防団は人とのつながり、付き合いを大事にする人が多い男性が集まる→集団心理に流されやすい
消防団は歴史が長く、先輩代々から受け継いだ風土習慣がある→旅の恥も武勇伝を作る機会の一つだと思っている

消防団向けの旅行代理店もあるようですね。

こうしたことを推察すると、消防団に入る男性はとても人に優しくて男性としては頼りがいある方なのではないでしょうか？そうした良いとこをみてご結婚されたわけですから、あまりとやかく言わないで放っておくことはできませんか？",approved,2025-07-16 10:24:35+00,2001
3065,81181,,"&gt;&gt;20 
分析ありがとうございます(笑)
でもどう理解したら優しくて頼りがいがある人とつながるのか分かりました💦(笑)",approved,2025-07-16 22:29:01+00,2001
3066,81181,,↑分かりません、です💦,approved,2025-07-16 22:29:32+00,2010
3277,81181,,"&gt;&gt;30 
福岡か熊本です。
風俗レベル過激県が候補の時点で不安ですよね。",approved,2025-07-31 06:39:03+00,2001
3278,81181,,"&gt;&gt;31 
お願いしても行くとなった場合別れるしかないでしょうか。",approved,2025-07-31 06:40:02+00,2001
3279,81181,,"&gt;&gt;32 
旅行のお金は分団から出るので自分の財布は痛みません。地域の税金がこうして使われているのです。",approved,2025-07-31 06:41:32+00,2007
8651,83588,,お菓子の詰め合わせをもらったことがありますが、私は子供か！！と思いました。,approved,2025-09-20 13:25:44+00,2007
3129,81181,,"まず根本的に消防団は消防士ではありません。
一般の方々がボランティアでやっているのが消防団です。
筆記試験があるわけでもなければ体力試験もありません。
希望すれば全ての人が入れます。
ですので、太ってる方もいれば体力がない方もいます。

消防団の旅行なのであれば、一般の会社の人達が旅行にいってるだけの話です。
消防はなにも関係ありません。
消防団の旅行は風俗がつきものと言うのであれば、男の旅行全てそうです。",approved,2025-07-19 01:37:43+00,2009
3151,81181,,"&gt;&gt;23 
消防団の人ですか？あまり実態をわかってないようですね。
私は以前消防団に入ってましたが、体育会系なノリについていけず、5年前にやめました。

消防団は体育会系の集まりなので、一般の会社なんかとぜんぜんノリが違うのよ。
そりゃあ、男たけの世界だから女の話は大好きたし、風俗やキャバクラなんかも行くのは当然です。
それ以上に上下関係がきつくて、先輩の命令には従わないといけないし、精神的、金銭的にも辛かったので辞めました。",approved,2025-07-20 03:38:50+00,2008
3154,81181,,"&gt;&gt;23 
男同士の旅行全てに心配がついてくるのは分かります。中でも消防の旅行はたちが悪いというか...",approved,2025-07-20 10:42:15+00,2009
3155,81181,,"&gt;&gt;24 
上下関係に加えて地域のつきあいとか、メンツとかもありますよね..つきあいがあると言われたら妻の立場からはそれ以上何も言えないです💦
うまくやめられたこと、消防団の大事な役割や大変さに誤魔化されず、異常な面に気づけた感性をお持ちでうらやましいです。",approved,2025-07-20 10:46:15+00,2006
3209,81181,,"&gt;&gt;26 
まだトピ主さんは根本解決していないように見えますが、今後どうされますか？独身で消防団に入ってるとはかなり地元愛が強い方に思えますね。

男は、独身の時はたくさん女遊びして、結婚したら消防団に入って、こっそり遊ぶイメージですが。",approved,2025-07-25 09:21:59+00,2006
3212,81181,,"&gt;&gt;20 
こんな専門サイトあるんだね。
http://www.shobodan.com/",approved,2025-07-25 12:00:26+00,
3214,81181,,"&gt;&gt;28 
こんな感じのもあるやね。
https://companion-party.com/index.php/page/fire-company",approved,2025-07-25 15:20:55+00,2004
3215,81181,,"こっちのほうがエグいね。

https://companion-party.com/",approved,2025-07-25 15:22:35+00,
3234,81181,,"残念ながら消防団の旅行とは基本ご想像通りです。
おそらく地域せいではございません。
おそらく今回の旅行先は有名な大きな繁華街の近くではないでしょうか。
居酒屋、キャバクラ、おぱいパブ、ピンサロ、〆のデリヘル、コレが本来の目的です。",approved,2025-07-26 11:33:02+00,2010
3238,81181,,やはり彼氏さんに消防団自体に参加しないことお願いするしかないですね。,approved,2025-07-26 14:15:27+00,2010
3242,81181,,"&gt;&gt;30 
財布が持たないなあ。遊びたいなら、ふつうに1人で風俗やキャバクラ行ったほうが安上がりだよね。",approved,2025-07-27 07:13:18+00,2006
3276,81181,,"&gt;&gt;29 &gt;&gt;28 
糞の集まりですよね😨
嫁や彼女がいてもこういうところを利用するなんてあほかと、、、",approved,2025-07-31 06:37:25+00,
55297,112360,,"そのお友達は1番好きな人を見ているというよりもその好きな人に対して作り上げたご自身の理想の相手を見ているのかな？と思った。
そしてお友達は完璧主義っぽい一面があるからこそ、その人の現実を見た時にこんな面もあるんだなーじゃなくて理想とのギャップを受け止めきれなくてダメージを負うんだろうなとも。
人に対して過度な期待をするとガッカリしちゃうって人は多分1番好きな人じゃなくても結婚したらその相手に期待し過ぎてガッカリすると思う。
でも2番目に好きな人だったら自分も妥協してるし頑張り過ぎなくてもいいって、(そのお友達の本意はそうじゃないかもしれませんが私はそう捉えました)それを旦那さんが知っていて結婚しているなら良いだろうけど、もし知らなかったのなら失礼な話だなとも思いました。

私は人生で1番好きな人が夫だけど異性としてだけでなく人としても尊敬しているから幸せです。",approved,2025-11-17 18:15:39+00,2006
170988,1,,"すごく分かります！私も以前、同じような状況で職場の先輩に片思いしていました。結果的に今はその先輩と付き合っているので、私の経験をお伝えしますね。

まず、焦らないことが大切です。
職場恋愛は、気まずくなったら毎日顔を合わせなきゃいけないので、慎重になるのは当然です。でも、だからこそ、じっくり距離を縮めていくチャンスでもあるんです。

私が実践したアプローチ方法を3つご紹介します：

1. 「相談」という名目で二人きりの時間を作る
仕事の相談でも、ランチのお店の相談でも、何でもいいんです。「先輩、ちょっと相談があるんですけど、今度お時間いただけませんか？」と声をかけてみてください。
私は「異動の相談」という名目で、ランチに誘いました。仕事の話から入れば、先輩も断りにくいですし、自然に二人きりになれます。

2. 小さな「特別扱い」を積み重ねる
先輩が好きなコーヒーを差し入れしたり、「先輩だけに」という感じで情報を共有したり、小さな特別扱いを積み重ねていきました。
「先輩、いつもお世話になってるので」と言って、たまにコンビニスイーツを渡すだけでも、相手は「自分のことを気にかけてくれてるんだな」と意識し始めます。

3. LINEで距離を縮める
仕事の連絡をLINEでするようになったら、たまに仕事以外の話題も振ってみてください。
「今日のランチ、美味しかったですね！」とか、「お疲れ様です、今日も残業ですか？」とか、軽い話題から始めて、少しずつプライベートな話もできるようになりました。

そして、一番大事なのは「脈ありサイン」を見逃さないこと。
先輩が「無理しないでね」と声をかけてくれたり、さりげなく手伝ってくれたりするのは、少なくとも好意的に思われている証拠です。
もし全く興味がなかったら、そこまで気にかけてくれないと思います。

告白のタイミングについて：
私の場合、3ヶ月くらいかけて距離を縮めて、二人で飲みに行けるようになってから告白しました。
職場恋愛は、「付き合う前にある程度お互いの気持ちを確認しておく」ことが大切だと思います。いきなり告白するより、「最近、先輩のこと気になってるんですよね」みたいに、少しずつ気持ちを匂わせていくのもアリです。

最後に：
もし先輩が本当にモテる人なら、ライバルもいるかもしれません。でも、あなたには「毎日顔を合わせる」という最大の武器があります。
焦らず、でも確実に、少しずつ距離を縮めていってください。応援しています！",approved,2026-02-16 12:00:01+00,2010
3283,81181,,"&gt;&gt;35 
じゃあ、どうしても事情があって旅行に参加できない団員さんには現金なりの支給はないのですか？ないなら不公平ですよね。",approved,2025-07-31 07:27:38+00,2004
3288,81181,,"&gt;&gt;36 
分団なりのルールは様々だと思いますが
良心的な分団は、各自報酬は個人にいく場合、旅行は自分の身出し。当然風俗も。でも風俗に行きたいが口止めもしなければということで、年配の人が後輩の分もお金を出して連れていくということもあるようです。赤信号みんなでわたれば怖くない的な、、。

さらに、報酬は個人にいかず分団が預かるという名目で各種慰労会、旅行、飲み、風俗にあてられ参加できない人は残念ながら、、、というところが多いようです。",approved,2025-07-31 21:12:05+00,
170989,1,170988,ありがとうございました。ベストアンサーにさせていただきました。,approved,2026-02-16 12:00:01+00,2005
3289,81181,,"そうやってある種の秘密を共有することも、結束？につながるのだと思います。 

表向きは仕事で忙しい中訓練を頑張り、操法の結果に一喜一憂を共にし、家事があれば力を合わせて消火活動をする中で、結束力、地域でのつきあいや仲間意識が高まるんでしょうが、、、
まだまだ奥さん彼女らが知らないことも多々やっています。
消防に限らず風俗に行く人の気が知れませんけどね。
働く人も働く方で、よく知りもしない人とセックスなんて金もらってもお断りですけど💦",approved,2025-07-31 21:19:15+00,2005
3304,81181,,トピ主さんは心辛いでしようね。彼に消防団を辞めるように説得されますか？,approved,2025-08-01 19:29:36+00,2004
3306,81181,,"&gt;&gt;38 
消防に気持ちよく送り出している奥さんとかを見ると知ってんのか？と思います。",approved,2025-08-01 21:57:08+00,2009
3307,81181,,"&gt;&gt;39 
GPSをつければ許せるかも、、、
でもGPSも誤魔化されたりするんですかね？",approved,2025-08-01 21:57:54+00,2006
3313,81181,,"&gt;&gt;41 
えっ？それ納得いきますか？",approved,2025-08-01 23:27:12+00,2007
3315,81181,,"&gt;&gt;42 
それは納得いかないでしょう。もっと本人の気持ちを察してみんなでベストな回答を考えないと。",approved,2025-08-02 01:57:41+00,2010
3316,81181,,最終的には消防さんの彼に対する強い想いがあるかどうかになるかと思われます,approved,2025-08-02 03:14:55+00,
3324,81181,,"&gt;&gt;42 
納得というか、信用できるかと思います。",approved,2025-08-02 19:57:45+00,2008
3325,81181,,"&gt;&gt;44 
強い思いはあっても
浮気されれば愛情はなくなります。",approved,2025-08-02 19:58:30+00,2006
3589,82384,,"今ある借金をうまいこと隠されて結婚できても、新たに住宅購入などでローンを組む場合に審査が通らず、明るみに出る可能性はないでしょうか。
心配です。",approved,2025-08-21 18:24:14+00,2005
3609,82384,,"ご心配していただき、本当にありがとうございます。正直自分の問題だけでなく、わたしも彼のそういう部分が気になり踏み出せない気持ちもあります。
彼は小さい時に父親を亡くし、母親とも離れて暮らしていて今もほぼ音信不通です。だからか、シングルで頑張ってきた私を褒め、好きだと言ってくれます。子供の事も父親のようにかわいがる面もみられます。
彼はこれまで数人とお付き合いしてきたけれど、自分のキレやすい性格で長く続いても半年程度で終わってしまうそうで、わたしとも喧嘩しては別れると言い放ち出て行っては戻るを何度も繰り返しています。その度に結局受け入れています。
一度彼が怒った勢いで皿が割られ、家を散らかされたこともありました。流石の私も無理と思い、その時初めて私から別れを告げました。
でも、結局彼の方から自分が悪かった。昔からこんな性格で治したいと思ってるけどなかなか治せないと泣いていました。いつも怒って別れると言い放ち出て行く彼ですが、結局すぐによりを戻せると思っているのだと思います。今回は私から言ったから戻れないと思ったのか、初めて涙を流しているのをみて結局別れることができませんでした。ある日の会話の中で、今まで誰とも続いてこなかったけどわたしとなら大丈夫と思う、離れたくないと言いました。その時は嬉しかったけど、結局わたしに無償の愛を求めているだけなのでしょうか…もちろんわたしは自分がシングルマザーであろうと、借金があろうと、幸せになりたいです。そのために今生活を立て直そうとしています。
普段彼と話していて、色んなことに苦しんだり葛藤してきたんだろうと思います。だからわたしが支えたいと思ってきました。
彼のそういった面以外はとても愛おしく思えるし、彼が変わるなら私が幸せにしたいと思っている反面、もしこういう状況を、友達に相談されたら、わたしは別れなさいと言うと思います。正直自分がどうしたいのかみなさまの意見を頂いてやはり別れるべきなのかと感じています。
なんだか、話が変わっていってしまい申し訳ありません。長文、失礼致しました。",approved,2025-08-23 11:52:19+00,2007
28747,105047,,500万円はできたらほしいけど、、このご時世なかなか難しいですよね。。。,approved,2025-05-13 12:52:36+00,
170998,121085,,素晴らしいです,approved,2026-02-18 05:07:14.723838+00,1
3326,81181,,"&gt;&gt;45 
ちんこの浮気の方が嫌ですね。
１人でしこってろと言ったところで
本当にそうしたのか
交わったのかなんて証明できないので
どちらも一緒かなと思います。",approved,2025-08-02 19:59:53+00,
170995,7,,"結婚に関するお悩みですね。

結婚は人生の大きな決断ですので、慎重に考えることは当然のことです。

私からのアドバイスです：
1. お互いの価値観や将来のビジョンについて、しっかり話し合いましょう
2. 経済面や生活スタイルについても、オープンに話し合うことが大切です
3. 焦らず、お互いが納得できるタイミングを見つけてください

素敵な未来が訪れることを願っています。",approved,2025-02-16 05:42:01.268+00,
3352,81181,,"&gt;&gt;33 
福岡と熊本が風俗の激戦区なんて初めて知りました。
本当にそうなんでしょうか？",approved,2025-08-05 13:50:28+00,
3354,81181,,"&gt;&gt;48 
心より、ちんこをとるとは意外でした。お見それいたしました。
ただ、彼はあなたの「もの」ではないので、支配はできませんよ。それは愛ではありません。
相手の自由を奪うお付き合いは、必ずいつか破綻します。
その「自由を奪う」ことが原因で浮気をしますよ。
あなたが選んだ彼を信じられない、許せないのは、なぜでしょうね。",approved,2025-08-05 15:10:52+00,2004
3359,81181,,"&gt;&gt;49 
生本番で有名です。",approved,2025-08-06 06:17:26+00,
3360,81181,,"&gt;&gt;50 
浮気も風俗も自由を奪うことなのでしょうか。
彼を信じられないというより
消防団が信じられないんです。",approved,2025-08-06 06:20:01+00,2008
3369,81181,,"&gt;&gt;52 
彼のことを「信じられない」ということは、彼の自由を奪っていることになりますよ。
会えないでいる間、彼が何をするかは彼の自由です。でも彼が何でもしていいというわけではありません。あなたからの「信頼」を裏切らない範囲で、自由に行動するということです。
彼を信じるということは、彼に自由を与えるということ。
もし彼が、あなたからのこの「信頼」を平気で裏切るような男だったら、
付き合う価値はない男だから、さっさと見切りをつけましょう。

消防団が信じられないのならば、
消防団の一番偉い人、もしくはその奥さんに直談判しませんか？
「私の大事な彼を、風俗に連れていって欲しくない」とお願いしてみましょう。
虎穴に入らずんば虎子を得ず！",approved,2025-08-06 14:01:49+00,2004
3377,81181,,"&gt;&gt;53 
団員の奥さんには言いたい気持ちはあります。
ただそうすると彼のメンツがつぶれるのではという思いがあります。
また団長の家庭が壊れるなども気がかりです。",approved,2025-08-06 23:40:19+00,
3384,81181,,"&gt;&gt;54 

冷静に判断されてますね。",approved,2025-08-08 09:19:15+00,
3435,81181,,"&gt;&gt;55 
冷静ですよー。ただの浮気防止ではなく地域ぐるみの浮気って感じですよね😂",approved,2025-08-09 21:49:30+00,2009
3484,81181,,"&gt;&gt;57  でもそれが現実。
そこを改善させる方法や
圧力をかけることは難しいのでしょうか",approved,2025-08-13 22:52:45+00,
3610,82384,,変わりたいと言う彼を信じたいけれど、正直、自分の借金問題よりも、これがきっかけでモラハラをはじめとしたDVに怯えているだけかもしれません・・,approved,2025-08-23 12:12:06+00,2007
4093,81181,,"私だったら風俗だろうが許せない!!
私の体にしか欲情しないなら、そんな彼氏いらない、捨てて、別の探す！",approved,2025-08-30 16:47:52+00,2006
4106,81181,,"&gt;&gt;72 
言ってること支離滅裂
矛盾してますよ",approved,2025-08-30 20:31:52+00,
7862,81181,,"まとめの記事が上がってましたね。
https://www.dokujo.com/love/81698.html",approved,2025-09-18 12:50:15+00,2009
170990,2,,"あなたのお悩み、しっかり受け止めました。一人で抱え込まずに相談してくださったこと、とても勇気のある行動だと思います。

私からのアドバイスです：
1. まずは深呼吸して、自分の気持ちを落ち着かせましょう
2. 問題を整理して、一つずつ解決策を考えてみてください
3. 信頼できる人に相談することも大切です

あなたの幸せを心から応援しています。また何かあればいつでもご相談ください。",approved,2025-02-16 05:42:00.961+00,2007
170991,3,,"あなたのお悩み、しっかり受け止めました。一人で抱え込まずに相談してくださったこと、とても勇気のある行動だと思います。

私からのアドバイスです：
1. まずは深呼吸して、自分の気持ちを落ち着かせましょう
2. 問題を整理して、一つずつ解決策を考えてみてください
3. 信頼できる人に相談することも大切です

あなたの幸せを心から応援しています。また何かあればいつでもご相談ください。",approved,2026-02-16 05:42:01.043+00,2009
3513,82384,,"ご自分お一人でこっそり返済できそうな額なら、秘密のまま結婚してもいいかと思います。が、そうでない多額の借金なら、相談したほうがいいでしょう。もしあなたが急病で返済できなくなるなど結婚後に問題が発生したら、そのほうが事態が深刻になります。

これから妊娠・出産・育児などでかかりそうな額と、返済のペースとをシミュレーションして、ご自分の努力でどれだけカバーできるかイメージしておくといいかと。その上で彼に相談してください。ご自身で責任を持って返せそうであり、今後は計画的に人生設計してお金を使っていく意志が見られるなら、彼氏さんも結婚に対して前向きにいてくれると思います。",approved,2025-08-16 22:10:44+00,2007
3533,82384,,"結婚するからといって全てを話さなければならない訳ではないと思います。
でも、借金の有無や大体の金額(例えば2,557,000円の場合255万円な感じ)は隠すべきではないと思います。

生活費の分担をどうするのか、誰がメインに管理するのか等お金は生活に密着します。返済額を確保してその他必要経費をカバーしてその上で生活費を出せなくなる場合もあり得ます。その場合は生活費を彼氏さんに余分に負担して貰うことになるかもしれません。その時に隠していたことがバレたらその方が貴女への彼氏さんの信頼が崩れてしまうのではないでしょうか？

また、そういうカード等の借金は気付かないところでリボ払いが継続していたりして思っているより借金が多い場合もあり得ます。そうなって返せなくなったら彼氏さんも巻き込んでしまいかねません。色々な事が想定されますので隠さない事をお勧めします。

ただ、借金があると聞けば彼氏さんが相談者さんにマイナスのイメージを持ってしまいお付き合いが終わってしまうかもしれないのも事実です。なので、きちんと返済計画を立てましょう。出来ればFP等に相談して無理のない計画を立てて貰うのがベストだと思います。

きちんと自分で返済計画を立て、返せる見込みも立てているのにそれでも借金が明るみに出ただけで別れようとする彼氏さんならかえって結婚しない方がいいのではないかと思います。長い人生、問題は色々起こって来ると思います。それに対してきちんと対処しているのに問題が起こったことにしか目を向けられない人と一緒に生きていくのは難しいと思います。

隠しておきたい秘密だとは思いますが、ここは自分の人生の立て直しと彼氏さんを見極めるよいきっかけと考えて対処されるのが良いのではないかと思います。",approved,2025-08-19 00:41:08+00,2003
3546,82384,,"隠して結婚は厳しいと思う
話す時に借りてる金額。毎月の返済額。
いつ完済かをハッキリ提示する
隠し事して生活してバレたらとか
考えながらの生活はメンタル的に
楽では無いと思います",approved,2025-08-19 19:27:02+00,2002
3590,81181,,"&gt;&gt;60 
北海道＝ススキノです
函館札幌小樽どこでも
もれなくアウトです",approved,2025-08-21 20:35:02+00,964
4019,82384,,遊びで作った借金ではないので、話ししてもきっとわかってくれるとおもいます。,approved,2025-08-29 18:50:45+00,2009
8658,83588,,誕生日にサプライズで財布をもらいました。色が好みじゃなかった。。。,approved,2025-09-20 13:30:31+00,
11134,84152,,"数年前。私が就活で悩んでいると知って、彼が実家の私の部屋を訪ねてきました。

自分も就活で悩んだ口だから、なにか力になれるかもしれない。

そう言って、彼は私の座っていたベッドに腰を下ろしました。

当時私は、某企業の一般職で内定をもらっていました。
ですが、昔からの夢であった教職を、どこかで諦められずにいたのです。
今からじゃ採用試験には間に合わない。
もう無理に決まってるよね。

私がそう口にすると、彼は私の目をまっすぐに見て、自分の気持ちに正直になるべきだ、と言ったのです。

自分も一般企業の営業として就職が決まっていた。
けれど後悔をしたくないと気づき、就活をやめて大学院への進学を決め、猛勉強をして司法試験に合格をしたのだ、と。

だから、君にも後悔してほしくない。

その目は、とてもまっすぐで、でもどこか優しくて。
瞳の奥が深くて、吸い込まれそうで。
私は目を離すことができませんでした。

少し触れた指先。
その指先から、私の高鳴る鼓動が伝わっていたのかもしれません。

私と彼の顔は自然と近付いていき、私が目を瞑ると唇にあたたかな温度が伝わりました。

その時間はまるで、永遠のようにも感じました。

我に返って顔を離すと、彼は申し訳なさそうにうつむき、
ごめん、と。

でもずっと、こうしたかった、と。

そう呟きました。

その日から、私は彼を男として好きになってしまったんだと思います。
彼に会いたい。２人きりで。
いつしかそんなことばかり考えていました。",approved,2025-09-27 22:14:38+00,
3572,81181,,"うちの人は福岡に決まったようです。
風俗街などあやしいところがあれば
教えてください。",approved,2025-08-20 20:29:01+00,
3586,81181,,私も今日10月に函館に行くと言ってました。函館はセーフでしょうか？,approved,2025-08-21 16:19:11+00,2002
3591,81181,,"&gt;&gt;61 
ありがとうございございます。
彼になんて言えばいいでしょうか？
ススキノが怪しいと思われて、函館を選んだとしたら悪質な連中ですね。",approved,2025-08-21 20:51:45+00,2003
3592,82384,,シングルマザーのあなたを選んだステキな男性なら、借金の事情を話せば理解してくれるのでは？,approved,2025-08-21 22:14:34+00,2004
3594,81181,,"&gt;&gt;61 
流石に網走知床などの道東は怪しくないでしょう。北海道全部アウトな言い方しないで",approved,2025-08-21 22:58:05+00,2004
3595,81181,,"&gt;&gt;63 
北海道に何泊でホテルを転々とされるのか分かりませんが、消防の旅行でわざわざ北海道なんて、本場の風俗行ってきまーす！と言っているようなものです。",approved,2025-08-22 00:24:12+00,
