id;post_id;choice;count;url;create_date
81;107357;怖い、無理！;11;"";2020-06-12 17:04:57
82;107357;SNSで趣味を通じてなら...;9;"";2020-06-12 17:04:57
83;107357;その他;3;"";2020-06-12 17:04:57
84;107386;親に借りる;22;"";2020-06-12 20:09:14
85;107386;友達に借りる;1;"";2020-06-12 20:09:14
86;107386;借金する;2;"";2020-06-12 20:09:14
87;107386;日払いのバイトする;9;"";2020-06-12 20:09:14
88;107386;家にあるものを売る;10;"";2020-06-12 20:09:14
89;107386;その他;4;"";2020-06-12 20:09:14
90;107388;浮気;4;"";2020-06-12 20:46:21
91;107388;他に好きな人ができた;6;"";2020-06-12 20:46:21
92;107388;価値観の違い;9;"";2020-06-12 20:46:21
93;107388;飽きた・飽きられた;3;"";2020-06-12 20:46:21
94;107388;その他;9;"";2020-06-12 20:46:21
95;107397;ある;9;"";2020-06-12 21:06:41
96;107397;ない;27;"";2020-06-12 21:06:41
100;107506;物事の上辺の情報だけを集めて虚勢を張ってるだけでは？;11;"";2020-06-16 12:11:05
101;107506;かりに働くとしても学歴も職歴も資格も無い事実を面接でどう言い繕うの？;3;"";2020-06-16 12:11:05
102;107506;安易に学歴を否定するのは頑張って勉強してる学生に対して失礼だと思う;2;"";2020-06-16 12:11:05
103;107506;言ってるだけでは説得力が無い。社会に出て自分が正しいことを証明したら？;16;"";2020-06-16 12:11:05
104;107506;働かずに生活できるなんて恵まれた環境でうらやましい;12;"";2020-06-16 12:11:05
112;107543;あんパン;6;"";2020-06-18 09:07:54
113;107543;カレーパン;5;"";2020-06-18 09:07:54
114;107543;メロンパン;3;"";2020-06-18 09:07:54
115;107543;チョココロネ;3;"";2020-06-18 09:07:54
116;107543;フレンチトースト;6;"";2020-06-18 09:07:54
117;107543;フランスパン;5;"";2020-06-18 09:07:54
118;107543;サンドイッチ;12;"";2020-06-18 09:07:54
119;107543;コロッケパン;2;"";2020-06-18 09:07:54
120;107543;ホットドッグ;2;"";2020-06-18 09:07:54
121;107543;ハンバーガー;5;"";2020-06-18 09:07:54
122;107543;クロワッサン;9;"";2020-06-18 09:07:54
123;107543;ワッフル;1;"";2020-06-18 09:07:54
124;107543;ピザ;4;"";2020-06-18 09:07:54
125;107543;くるみパン;8;"";2020-06-18 09:07:54
126;107543;ぶどうパン;4;"";2020-06-18 09:07:54
135;107567;デートまで終わり;126;"";2020-06-18 11:09:38
136;107567;ただの男友達;21;"";2020-06-18 11:09:38
137;107567;恋人関係;206;"";2020-06-18 11:09:38
138;107567;セフレ止まり;65;"";2020-06-18 11:09:38
139;107567;結婚した;68;"";2020-06-18 11:09:38
140;107567;まだ会ってない;59;"";2020-06-18 11:09:38
141;107569;ミクル;"0";"";2020-06-18 11:17:26
142;107569;Yahoo!知恵袋;4;"";2020-06-18 11:17:26
143;107569;発言小町;6;"";2020-06-18 11:17:26
144;107569;恋愛ユニバーシティ;"0";"";2020-06-18 11:17:26
145;107569;愛カツ;"0";"";2020-06-18 11:17:26
146;107569;ガールズちゃんねる;11;"";2020-06-18 11:17:26
147;107569;恋の秘めごと;"0";"";2020-06-18 11:17:26
148;107569;ココナラ;2;"";2020-06-18 11:17:26
149;107569;OZ口コミ掲示板;1;"";2020-06-18 11:17:26
150;107569;その他;6;"";2020-06-18 11:17:26
151;107571;正直に言った;69;"";2020-06-18 11:19:03
152;107571;ごまかした;140;"";2020-06-18 11:19:03
177;107674;食べる　パン派;12;"";2020-06-19 22:27:45
178;107674;食べる　ご飯派;12;"";2020-06-19 22:27:45
179;107674;食べる　その他;6;"";2020-06-19 22:27:45
180;107674;たまに食べる;7;"";2020-06-19 22:27:45
181;107674;食べない;8;"";2020-06-19 22:27:45
182;107674;飲み物だけ;"0";"";2020-06-19 22:27:45
183;107721;結婚式したい！憧れる;27;"";2020-06-20 06:55:58
184;107721;別にしなくていい！憧れもない;40;"";2020-06-20 06:55:58
185;107748;"0円";10;"";2020-06-20 08:57:58
186;107748;1万円未満;19;"";2020-06-20 08:57:58
187;107748;1万円以上;7;"";2020-06-20 08:57:58
188;107748;2万円以上;6;"";2020-06-20 08:57:58
189;107748;3万円以上;13;"";2020-06-20 08:57:58
190;107762;新しい（綺麗）、狭い、高い、駅近;21;"";2020-06-20 09:40:14
191;107762;古い（少し時代を感じる）、広い、安い、交通不便;5;"";2020-06-20 09:40:14
218;107801;ブルベ;34;"";2020-06-21 11:12:23
219;107801;イエベ;12;"";2020-06-21 11:12:23
220;107813;はい;19;"";2020-06-21 12:59:30
221;107813;いいえ;18;"";2020-06-21 12:59:30
222;107856;1人;216;"";2020-06-22 17:21:22
223;107856;3人以上;199;"";2020-06-22 17:21:22
224;107856;5人以上;232;"";2020-06-22 17:21:22
225;107856;10人以上;178;"";2020-06-22 17:21:22
226;107856;20人以上;42;"";2020-06-22 17:21:22
227;107856;30人以上;37;"";2020-06-22 17:21:22
228;107856;50人以上;39;"";2020-06-22 17:21:22
229;107856;経験ゼロ;115;"";2020-06-22 17:21:22
230;107858;セックスしたいと思う;55;"";2020-06-22 17:22:48
231;107858;セックスしたいと思わない;38;"";2020-06-22 17:22:48
232;107860;略奪されたことある;26;"";2020-06-22 17:24:31
233;107860;略奪されたことない;50;"";2020-06-22 17:24:31
234;107862;賛成;62;"";2020-06-22 17:27:52
235;107862;反対;4;"";2020-06-22 17:27:52
236;107933;思う;40;"";2020-06-23 16:48:34
237;107933;思わない;17;"";2020-06-23 16:48:34
238;107939;復職する;25;"";2020-06-23 16:53:46
239;107939;復職しない;19;"";2020-06-23 16:53:46
250;107944;いいと思う;63;"";2020-06-23 17:06:30
251;107944;いいと思わない;3;"";2020-06-23 17:06:30
252;107946;出産する;18;"";2020-06-23 17:08:43
253;107946;中絶する;36;"";2020-06-23 17:08:43
254;107948;ある;13;"";2020-06-23 17:14:46
255;107948;ない;48;"";2020-06-23 17:14:46
256;107950;ある;47;"";2020-06-23 17:20:12
257;107950;ない;1;"";2020-06-23 17:20:12
258;107952;夫;3;"";2020-06-23 17:21:35
259;107952;子ども;24;"";2020-06-23 17:21:35
260;107954;思う;23;"";2020-06-23 17:23:49
261;107954;思わない;79;"";2020-06-23 17:23:49
264;108172;いる;42;"";2020-06-24 02:16:02
265;108172;いない;31;"";2020-06-24 02:16:02
266;108218;開けている;18;"";2020-06-24 13:23:00
267;108218;開けていない;33;"";2020-06-24 13:23:00
268;108256;家の中にいれる;16;"";2020-06-24 13:56:31
269;108256;家の中にいれない;33;"";2020-06-24 13:56:32
270;108291;Twitter;28;"";2020-06-24 18:32:35
271;108291;facebook ;8;"";2020-06-24 18:32:35
272;108291;instageam;9;"";2020-06-24 18:32:35
275;108295;効果あり;8;"";2020-06-24 18:43:07
276;108295;効果なし;22;"";2020-06-24 18:43:07
279;108320;ダイソー;7;"";2020-06-24 20:59:50
280;108320;セリア;11;"";2020-06-24 20:59:50
281;108320;キャン★ドゥ;1;"";2020-06-24 20:59:50
282;108320;その他;2;"";2020-06-24 20:59:50
283;108320;そもそも100円ショップ行かない;"0";"";2020-06-24 20:59:50
301;108342;しょうゆ;9;"";2020-06-24 22:36:09
302;108342;カレー;8;"";2020-06-24 22:36:09
303;108342;シーフード;17;"";2020-06-24 22:36:09
304;108342;チリトマト;5;"";2020-06-24 22:36:09
305;108353;許せる;57;"";2020-06-25 10:55:08
306;108353;許せない;178;"";2020-06-25 10:55:08
307;108359;浮気を許した;177;"";2020-06-25 11:46:19
308;108359;別れた;276;"";2020-06-25 11:46:19
311;108393;ある;59;"";2020-06-26 11:37:59
312;108393;ない;33;"";2020-06-26 11:37:59
328;108525;恋愛対象になる;347;"";2020-06-30 11:26:26
329;108525;恋愛対象にならない;484;"";2020-06-30 11:26:26
330;108534;ある;234;"";2020-06-30 12:41:43
331;108534;ない;387;"";2020-06-30 12:41:43
332;108542;ある;48;"";2020-06-30 13:18:32
333;108542;ない;44;"";2020-06-30 13:18:32
341;108574;受け入れられる;243;"";2020-07-01 10:29:20
342;108574;受け入れられない;424;"";2020-07-01 10:29:20
351;108615;北海道;18;"";2020-07-02 10:14:53
352;108615;青森県;4;"";2020-07-02 10:14:53
353;108615;岩手県;6;"";2020-07-02 10:14:53
354;108615;宮城県;5;"";2020-07-02 10:14:53
355;108615;秋田県;6;"";2020-07-02 10:14:53
356;108615;山形県;3;"";2020-07-02 10:14:53
357;108615;福島県;7;"";2020-07-02 10:14:53
358;108615;茨城県;5;"";2020-07-02 10:14:53
359;108615;栃木県;1;"";2020-07-02 10:14:53
360;108615;群馬県;7;"";2020-07-02 10:14:53
361;108615;埼玉県;6;"";2020-07-02 10:14:53
362;108615;千葉県;14;"";2020-07-02 10:14:53
363;108615;東京都;48;"";2020-07-02 10:14:53
364;108615;神奈川県;7;"";2020-07-02 10:14:53
365;108615;新潟県;6;"";2020-07-02 10:14:53
366;108615;富山県;2;"";2020-07-02 10:14:53
367;108615;石川県;5;"";2020-07-02 10:14:53
368;108615;福井県;7;"";2020-07-02 10:14:53
369;108615;山梨県;3;"";2020-07-02 10:14:53
370;108615;長野県;7;"";2020-07-02 10:14:53
371;108615;岐阜県;4;"";2020-07-02 10:14:53
372;108615;静岡県;3;"";2020-07-02 10:14:53
373;108615;愛知県;28;"";2020-07-02 10:14:53
374;108615;三重県;2;"";2020-07-02 10:14:53
375;108615;滋賀県;1;"";2020-07-02 10:14:53
376;108615;京都府;20;"";2020-07-02 10:14:53
377;108615;大阪府;72;"";2020-07-02 10:14:53
378;108615;兵庫県;6;"";2020-07-02 10:14:53
379;108615;奈良県;"0";"";2020-07-02 10:14:53
380;108615;和歌山県;4;"";2020-07-02 10:14:53
381;108615;鳥取県;4;"";2020-07-02 10:14:53
382;108615;島根県;2;"";2020-07-02 10:14:53
383;108615;岡山県;4;"";2020-07-02 10:14:53
384;108615;広島県;12;"";2020-07-02 10:14:53
385;108615;山口県;2;"";2020-07-02 10:14:53
386;108615;徳島県;2;"";2020-07-02 10:14:53
387;108615;香川県;5;"";2020-07-02 10:14:53
388;108615;愛媛県;2;"";2020-07-02 10:14:53
389;108615;高知県;4;"";2020-07-02 10:14:53
390;108615;福岡県;26;"";2020-07-02 10:14:53
391;108615;佐賀県;3;"";2020-07-02 10:14:53
392;108615;長崎県;4;"";2020-07-02 10:14:53
393;108615;熊本県;4;"";2020-07-02 10:14:53
394;108615;大分県;9;"";2020-07-02 10:14:53
395;108615;宮崎県;2;"";2020-07-02 10:14:53
396;108615;鹿児島県;8;"";2020-07-02 10:14:53
397;108615;沖縄県;29;"";2020-07-02 10:14:53
398;108618;ある;28;"";2020-07-02 10:42:29
399;108618;ない;11;"";2020-07-02 10:42:29
400;108647;父;5;"";2020-07-02 15:46:50
401;108647;母;19;"";2020-07-02 15:46:50
402;108647;兄弟姉妹;5;"";2020-07-02 15:46:50
403;108647;夫;13;"";2020-07-02 15:46:50
404;108647;友人;2;"";2020-07-02 15:46:50
405;108647;その他;8;"";2020-07-02 15:46:50
406;108707;利用する;19;"";2020-07-02 21:33:37
407;108707;利用しない;16;"";2020-07-02 21:33:37
408;108737;今彼元彼が同じ職場な偶然があり気まずい思いをしたことがある。;8;"";2020-07-03 01:35:56
409;108737;経験ない;23;"";2020-07-03 01:35:56
421;108886;一軒家;24;"";2020-07-04 09:28:27
422;108886;マンション;17;"";2020-07-04 09:28:27
440;109065;言う;62;"";2020-07-08 01:46:16
441;109065;言わない;7;"";2020-07-08 01:46:16
449;109083;沢尻エリカ;58;"";2020-07-08 08:10:07
450;109083;ダレノガレ;14;"";2020-07-08 08:10:07
451;109088;足りている;14;"";2020-07-08 08:53:22
452;109088;足りていない;21;"";2020-07-08 08:53:22
453;109090;"0分";2;"";2020-07-08 08:57:53
454;109090;15分以内;8;"";2020-07-08 08:57:53
455;109090;30分以内;3;"";2020-07-08 08:57:53
456;109090;1時間以内;13;"";2020-07-08 08:57:53
457;109090;2時間以内;3;"";2020-07-08 08:57:53
458;109090;2時間超;4;"";2020-07-08 08:57:53
459;109093;自分の親;40;"";2020-07-08 09:02:33
460;109093;自分の子ども;3;"";2020-07-08 09:02:33
461;109093;兄弟姉妹;12;"";2020-07-08 09:02:33
462;109093;親せき;2;"";2020-07-08 09:02:33
463;109093;友人;56;"";2020-07-08 09:02:33
464;109093;職場の人;6;"";2020-07-08 09:02:33
465;109093;カウンター;"0";"";2020-07-08 09:02:33
466;109093;誰にも相談しない;84;"";2020-07-08 09:02:33
467;109095;よくある;67;"";2020-07-08 09:05:13
468;109095;たまにある;107;"";2020-07-08 09:05:13
469;109095;ない;48;"";2020-07-08 09:05:13
471;109097;夫の暴力・DV;5;"";2020-07-08 09:15:11
472;109097;夫の親とトラブル;"0";"";2020-07-08 09:15:11
473;109097;夫のモラハラ;5;"";2020-07-08 09:15:11
474;109097;経済的困窮;1;"";2020-07-08 09:15:11
475;109097;夫の浮気;4;"";2020-07-08 09:15:11
476;109097;夫と性格の不一致;4;"";2020-07-08 09:15:11
477;109097;その他;7;"";2020-07-08 09:15:11
506;109100;貸す;13;"";2020-07-09 11:16:38
507;109100;貸さない;54;"";2020-07-09 11:16:38
508;105351;キスが心地よい;365;"";2020-07-09 11:19:16
509;105351;裸で抱き合ったときのフィット感;438;"";2020-07-09 11:19:16
510;105351;性器のサイズが合う;354;"";2020-07-09 11:19:16
511;105351;セックスしたいタイミングが合う;223;"";2020-07-09 11:19:16
512;105351;性癖が一致する;166;"";2020-07-09 11:19:16
513;105351;感じる体位が同じ;200;"";2020-07-09 11:19:16
514;105351;理想のセックス時間が合う;129;"";2020-07-09 11:19:16
519;104199;出会いがない;2;"";2020-07-09 11:25:30
520;104199;結婚後のいいイメージが湧かない;12;"";2020-07-09 11:25:30
521;104199;ルックスに自信が無い;5;"";2020-07-09 11:25:30
522;104199;自由でいたいから;13;"";2020-07-09 11:25:30
523;104199;若くない;2;"";2020-07-09 11:25:30
524;104199;性格に自信が無い;8;"";2020-07-09 11:25:30
525;104199;恋愛テクニックがない;"0";"";2020-07-09 11:25:30
526;104199;結婚してる自分が想像できない;13;"";2020-07-09 11:25:30
527;104199;過去が忘れられない;2;"";2020-07-09 11:25:30
528;104199;独りが気楽;12;"";2020-07-09 11:25:30
529;104199;責任を負いたくない;5;"";2020-07-09 11:25:30
530;104199;協力者が少ない;2;"";2020-07-09 11:25:30
531;104199;仕事や趣味で忙しい;"0";"";2020-07-09 11:25:30
532;100225;ある;441;"";2020-07-09 11:28:04
533;100225;ない;135;"";2020-07-09 11:28:04
534;105360;学歴は気にしない;118;"";2020-07-09 11:30:02
535;105360;国立、早慶上智、ICUクラス;79;"";2020-07-09 11:30:02
536;105360;MARCHクラス;30;"";2020-07-09 11:30:02
537;105360;日東駒専クラス;15;"";2020-07-09 11:30:02
538;105360;大東亜帝国クラス;7;"";2020-07-09 11:30:02
539;105360;成蹊、成城、明治学院クラス;9;"";2020-07-09 11:30:02
540;105360;短大・専門学校以下;9;"";2020-07-09 11:30:02
541;107012;年収300万のイクメン;393;"";2020-07-09 11:31:07
542;107012;年収1000万で全く育児をしない男;437;"";2020-07-09 11:31:07
547;102357;彼がちょっと多め;32;"";2020-07-09 11:36:22
548;102357;完全ワリカン;33;"";2020-07-09 11:36:22
549;102357;自分がちょっと多め;26;"";2020-07-09 11:36:22
550;102357;彼がおごるべき！;7;"";2020-07-09 11:36:22
551;102357;自分がおごる！;8;"";2020-07-09 11:36:22
552;102372;使ったことがある;75;"";2020-07-09 11:38:09
553;102372;使ったことがない;85;"";2020-07-09 11:38:09
554;107025;1人まで;28;"";2020-07-09 11:42:14
555;107025;2人まで;18;"";2020-07-09 11:42:14
556;107025;5人まで;35;"";2020-07-09 11:42:14
557;107025;5人超えてもよい;24;"";2020-07-09 11:42:14
558;106488;職場やバイト先;45;"";2020-07-09 11:44:40
559;106488;マッチングアプリ;37;"";2020-07-09 11:44:40
560;106488;学校;23;"";2020-07-09 11:44:40
561;106488;その他;11;"";2020-07-09 11:44:40
562;106488;合コン;14;"";2020-07-09 11:44:40
563;106488;友だちの紹介;28;"";2020-07-09 11:44:40
564;106488;ナンパ;2;"";2020-07-09 11:44:40
565;106488;SNS;4;"";2020-07-09 11:44:40
566;106488;趣味の集まり;9;"";2020-07-09 11:44:40
567;106488;お見合い;3;"";2020-07-09 11:44:40
568;106393;地方公務員;35;"";2020-07-09 11:45:41
569;106393;青年実業家;12;"";2020-07-09 11:45:41
570;106273;貯金;15;"";2020-07-09 11:47:32
571;106273;ファッション・宝飾品;7;"";2020-07-09 11:47:32
572;106273;電化製品;2;"";2020-07-09 11:47:32
573;106273;生活費（光熱水費）;4;"";2020-07-09 11:47:32
574;106273;外食（飲み）;1;"";2020-07-09 11:47:32
575;106273;食品・飲料品;2;"";2020-07-09 11:47:32
576;106273;投資;5;"";2020-07-09 11:47:32
577;106273;養育費;1;"";2020-07-09 11:47:32
578;106273;その他;12;"";2020-07-09 11:47:32
581;105353;結婚する;79;"";2020-07-09 11:49:34
582;105353;別れる;51;"";2020-07-09 11:49:34
587;105321;いいと思わない;36;"";2020-07-09 11:53:47
588;105321;いいと思う;5;"";2020-07-09 11:53:47
596;105154;身長;25;"";2020-07-09 11:58:22
597;105154;学歴;17;"";2020-07-09 11:58:22
598;105154;ルックス;18;"";2020-07-09 11:58:22
599;105154;趣味;10;"";2020-07-09 11:58:22
600;105154;体の相性;7;"";2020-07-09 11:58:22
601;105154;年齢;4;"";2020-07-09 11:58:22
602;105154;年収;6;"";2020-07-09 11:58:22
603;105154;性格;5;"";2020-07-09 11:58:22
604;105047;200万円未満;63;"";2020-07-09 12:21:46
605;105047;200万円以上;14;"";2020-07-09 12:21:46
606;105047;300万円以上;42;"";2020-07-09 12:21:46
607;105047;400万円以上;83;"";2020-07-09 12:21:46
608;105047;500万円以上;77;"";2020-07-09 12:21:46
609;105047;600万円以上;122;"";2020-07-09 12:21:46
610;105047;700万円以上;142;"";2020-07-09 12:21:46
611;105047;800万円以上;58;"";2020-07-09 12:21:46
612;105047;900万円以上;10;"";2020-07-09 12:21:46
613;105047;1000万円以上;26;"";2020-07-09 12:21:46
614;104811;相葉雅紀;23;"";2020-07-09 12:23:50
615;104811;櫻井翔;12;"";2020-07-09 12:23:50
616;104811;大野智;4;"";2020-07-09 12:23:50
617;104811;二宮和也;7;"";2020-07-09 12:23:50
618;104811;松本潤;7;"";2020-07-09 12:23:50
619;104086;全員にアピール;8;"";2020-07-09 12:26:18
620;104086;1人にアピール;14;"";2020-07-09 12:26:18
621;104086;可愛さをアピール;8;"";2020-07-09 12:26:18
622;104086;色気をアピール;2;"";2020-07-09 12:26:18
623;104086;遅刻して注目をアピール;1;"";2020-07-09 12:26:18
624;104809;性格;59;"";2020-07-09 12:27:50
625;104809;年収;13;"";2020-07-09 12:27:50
626;104809;体の相性;4;"";2020-07-09 12:27:50
627;104809;ルックス;5;"";2020-07-09 12:27:50
628;104809;学歴;2;"";2020-07-09 12:27:50
629;104809;身長;"0";"";2020-07-09 12:27:50
630;104809;趣味;5;"";2020-07-09 12:27:50
631;104809;年齢;"0";"";2020-07-09 12:27:50
632;104788;いつでもOK;67;"";2020-07-09 12:29:01
633;104788;交際1ヶ月後;30;"";2020-07-09 12:29:01
634;104788;交際2～3ヶ月;16;"";2020-07-09 12:29:01
635;104788;交際半年後;8;"";2020-07-09 12:29:01
636;104788;結婚するまでしない;8;"";2020-07-09 12:29:01
652;103277;15歳以下;"0";"";2020-07-09 12:36:41
653;103277;16歳～20歳;6;"";2020-07-09 12:36:41
654;103277;21歳～25歳;11;"";2020-07-09 12:36:41
655;103277;26歳～29歳;10;"";2020-07-09 12:36:41
656;103277;30歳～35歳;12;"";2020-07-09 12:36:41
657;103277;36歳～40歳;8;"";2020-07-09 12:36:41
658;103277;41歳～45歳;1;"";2020-07-09 12:36:41
659;103277;46歳～50歳;4;"";2020-07-09 12:36:41
660;103277;51歳～60歳;3;"";2020-07-09 12:36:41
661;103277;61歳以上;"0";"";2020-07-09 12:36:41
662;102670;①上司や親戚からの紹介;6;"";2020-07-09 12:40:26
663;102670;②結婚相談所や仲人からの紹介;3;"";2020-07-09 12:40:26
664;102670;①と②を含んだも;7;"";2020-07-09 12:40:26
665;102670;①と②に婚活アプリを含んだもの;3;"";2020-07-09 12:40:26
666;102670;その他;2;"";2020-07-09 12:40:26
667;102365;内心嬉しい;41;"";2020-07-09 12:44:58
668;102365;ウザい;28;"";2020-07-09 12:44:58
669;102365;落ち込む;7;"";2020-07-09 12:44:58
680;102362;初日でも構わない;128;"";2020-07-09 12:50:51
681;102362;1週間ぐらい;51;"";2020-07-09 12:50:51
682;102362;1か月ぐらい;137;"";2020-07-09 12:50:51
683;102362;2～3か月以上;104;"";2020-07-09 12:50:51
684;102268;同棲したほうがよい;57;"";2020-07-09 12:51:52
685;102268;同棲すべきではない;15;"";2020-07-09 12:51:52
686;102072;行ってもよい;187;"";2020-07-09 12:52:54
687;102072;行かない;102;"";2020-07-09 12:52:54
688;101893;略奪愛はナシ;135;"";2020-07-09 12:53:58
689;101893;略奪愛はアリ;100;"";2020-07-09 12:53:58
690;100900;アリ;42;"";2020-07-09 12:55:00
691;100900;ナシ;25;"";2020-07-09 12:55:00
692;100900;場合による;34;"";2020-07-09 12:55:00
695;84635;使う;201;"";2020-07-09 12:58:46
696;84635;使わない;80;"";2020-07-09 12:58:46
697;82902;ありだと思う;165;"";2020-07-09 12:59:50
698;82902;あり得ない;26;"";2020-07-09 12:59:50
710;103965;ある;2;"";2020-07-09 13:05:34
711;103965;ない;18;"";2020-07-09 13:05:34
712;102433;必要だと思う;5;"";2020-07-09 13:07:11
713;102433;不要だと思う;14;"";2020-07-09 13:07:11
714;102382;ゼロ日でもいい;5;"";2020-07-09 13:10:02
715;102382;1ヶ月以上;2;"";2020-07-09 13:10:02
716;102382;3ヶ月以上;4;"";2020-07-09 13:10:02
717;102382;半年以上;11;"";2020-07-09 13:10:02
718;102382;1年以上;24;"";2020-07-09 13:10:02
719;102382;2年以上;15;"";2020-07-09 13:10:02
720;102382;3年以上;10;"";2020-07-09 13:10:02
721;102378;1万未満;22;"";2020-07-09 13:13:02
722;102378;1万以上;11;"";2020-07-09 13:13:02
723;102378;3万以上;8;"";2020-07-09 13:13:02
724;102378;4万以上;2;"";2020-07-09 13:13:02
725;102378;5万以上;4;"";2020-07-09 13:13:02
726;102378;6万以上;1;"";2020-07-09 13:13:02
727;102378;7万以上;1;"";2020-07-09 13:13:02
728;102378;10万以上;"0";"";2020-07-09 13:13:02
729;84404;アリ;37;"";2020-07-09 13:14:22
730;84404;ナシ;11;"";2020-07-09 13:14:22
731;84184;自分を好きになってくれた人;161;"";2020-07-09 13:15:01
732;84184;自分が好きな人;63;"";2020-07-09 13:15:01
733;83726;教えない;30;"";2020-07-09 13:16:02
734;83726;どちらも言えない;22;"";2020-07-09 13:16:02
735;83726;教える;16;"";2020-07-09 13:16:02
736;82016;セフレがいた;225;"";2020-07-09 13:16:46
737;82016;セフレはいない;128;"";2020-07-09 13:16:46
738;81299;受け入れる;205;"";2020-07-09 13:17:30
739;81299;受け入れられない;400;"";2020-07-09 13:17:30
740;100748;1ヶ月以内で別れた;16;"";2020-07-09 13:20:39
741;100748;3ヶ月以内で別れた;6;"";2020-07-09 13:20:39
742;100748;6ヶ月以内で別れた;14;"";2020-07-09 13:20:39
743;100748;1年以内で別れた;23;"";2020-07-09 13:20:39
744;100748;2年以内で別れた;11;"";2020-07-09 13:20:39
745;100748;3年以内で別れた;1;"";2020-07-09 13:20:39
746;100748;3年過ぎてから別れた;6;"";2020-07-09 13:20:39
747;100748;別れず結婚した;24;"";2020-07-09 13:20:39
763;104791;天海祐希;13;"";2020-07-09 13:28:33
764;104791;藤原紀香;7;"";2020-07-09 13:28:33
769;101849;オダギリジョー;"0";"";2020-07-09 13:42:13
770;101849;ディーン・フジオカ;4;"";2020-07-09 13:42:13
771;101849;阿部寛;1;"";2020-07-09 13:42:13
772;101849;綾野剛;3;"";2020-07-09 13:42:13
773;101849;安田顕;1;"";2020-07-09 13:42:13
774;101849;伊勢谷友介;"0";"";2020-07-09 13:42:13
775;101849;伊藤健太郎;1;"";2020-07-09 13:42:13
776;101849;横浜流星;3;"";2020-07-09 13:42:13
777;101849;岡田健史;"0";"";2020-07-09 13:42:13
778;101849;岡田准一;2;"";2020-07-09 13:42:13
779;101849;賀来賢人;"0";"";2020-07-09 13:42:13
780;101849;間宮祥太朗;"0";"";2020-07-09 13:42:13
781;101849;舘ひろし;"0";"";2020-07-09 13:42:13
782;101849;岩田剛典;1;"";2020-07-09 13:42:13
783;101849;吉沢亮;6;"";2020-07-09 13:42:13
784;101849;吉田鋼太郎;2;"";2020-07-09 13:42:13
785;101849;玉山鉄二;"0";"";2020-07-09 13:42:13
786;101849;玉木宏;"0";"";2020-07-09 13:42:13
787;101849;向井理;"0";"";2020-07-09 13:42:13
