id;post_id;questioner_id;questioner_name;source_url;og_title;og_description;og_image;og_site_name;og_cached_at;thumbnail_id;vote_counts;total_votes;auto_created;ai_tagger_result;ai_tagger_date;ai_tagged;ai_tagged_date;edit_lock;created_at;updated_at
144;108359;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
145;108393;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
146;108525;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
147;108534;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
148;108542;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
149;108574;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
150;108615;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
151;108618;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
152;108647;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
153;108707;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
154;108737;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
155;108767;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
156;108886;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
157;109065;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
158;109083;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
159;109088;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
160;109090;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
161;109093;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
162;109095;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
163;109097;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
164;109100;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
165;109233;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
166;109236;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
167;109238;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
168;109240;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
169;109242;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
170;109244;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
171;109246;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
172;109248;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
173;109252;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
174;109258;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
175;109268;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
176;109278;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
177;109325;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
178;109327;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
179;109342;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
180;109357;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
181;109360;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
182;109677;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
183;109679;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
184;109681;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
185;109683;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
186;109685;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
187;109687;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
188;109689;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
189;109691;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
190;109693;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
191;109696;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
192;109698;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
193;109700;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
194;109702;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
195;109705;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
196;109725;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
197;109733;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
198;109744;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
199;109753;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
200;109761;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
201;109764;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
202;109766;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
203;109769;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
204;109771;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
205;109775;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
206;109780;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
207;109791;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
208;109793;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
209;109796;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
210;109804;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
211;109806;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
212;109808;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
213;109813;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
214;109822;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
215;109824;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
216;109882;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
217;109884;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
218;109912;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
219;109929;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
220;109931;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
221;109933;;;https://girlschannel.net/topics/2865762/;ベランダでプールは迷惑でしょうか? | ガールズちゃんねる - Girls Channel -;主には5歳の娘がいます。今日から長い夏休みに入りコロナ禍の中どう過ごそうと悩んでいます。現在、妊婦でもある為あまり外出出来ずにいます。ですが、上の子はとても元気で体力を持て余しています。そこでベランダにビニールプールを用意して遊ばせてあげたいなと思...;https://anke.jp/wp-content/uploads/okgaxlm9mgmodmb_3016-1765639864.jpeg;ガールズちゃんねる - Girls Channel -;2025-12-14 00:31:04;555589;;;;;;;;;2025-11-26 13:19:18;2025-12-14 00:31:04
222;110172;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
223;110237;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
224;110249;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
225;110255;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
226;110276;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
227;110344;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
228;110346;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
229;110348;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
230;110353;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
231;110357;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
232;110359;;;https://news.mynavi.jp/article/20200806-wadai3/;冷凍餃子を食卓に出した日の家族の会話がTwitterで注目集める - 「この人ポテサラじいさん予備軍」! 読者からは「作る楽しさも味あわせましょう」「料理作ってもらうべき」の声;｢母親ならポテトサラダくらい作ったらどうだ｣そんな心無い声をスーパーでかけられたエピソードがツイッターで話題となった「ポテサラ事件」をご存知でしょうか。;https://anke.jp/wp-content/uploads/ogp-1765640419.jpg;マイナビニュース;2025-12-14 00:40:20;555542;;;;;;;;;2025-11-26 13:19:18;2025-12-14 00:40:20
233;110366;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
234;110370;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
235;110377;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
236;110384;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
237;110386;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
238;110388;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
239;110398;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
240;110405;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
241;110407;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
242;110411;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
243;110415;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
244;110419;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
245;110426;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
246;110430;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
247;110432;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
248;110440;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
249;110460;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
250;110468;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
251;110474;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
252;110476;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
253;110478;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
254;110480;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
255;110492;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
256;110494;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
257;110518;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
258;110527;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
259;110529;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
260;110532;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
261;110542;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
262;110562;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
263;110573;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
264;110599;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
265;110619;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
266;110622;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
267;110629;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
268;110635;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
269;110637;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
270;110654;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
271;110656;;;;;;;;;;;;;;;;;;2025-11-26 13:19:18;2025-11-26 13:19:18
