id;post_id;category_id;is_primary;created_at
32784;110904;15;"0";2025-11-10 08:44:08
32785;110959;15;"0";2025-11-10 08:44:08
32786;110962;15;"0";2025-11-10 08:44:08
32787;111073;15;"0";2025-11-10 08:44:08
32788;111215;15;"0";2025-11-10 08:44:08
32789;111588;15;"0";2025-11-10 08:44:08
32790;111784;15;"0";2025-11-10 08:44:08
32791;111786;15;"0";2025-11-10 08:44:08
32792;111833;15;"0";2025-11-10 08:44:08
32793;111967;15;"0";2025-11-10 08:44:08
32794;112216;15;"0";2025-11-10 08:44:08
32795;112218;15;"0";2025-11-10 08:44:08
32796;112337;15;"0";2025-11-10 08:44:08
32797;112920;15;"0";2025-11-10 08:44:08
32798;119721;15;"0";2025-11-10 08:44:08
32799;354687;15;"0";2025-11-10 08:44:08
32800;530024;15;"0";2025-11-10 08:44:08
32801;540326;15;"0";2025-11-10 08:44:08
32802;541265;15;"0";2025-11-10 08:44:08
32803;543435;15;"0";2025-11-10 08:44:08
32804;543690;15;"0";2025-11-10 08:44:08
32805;544193;15;"0";2025-11-10 08:44:08
32806;80838;2;"0";2025-11-10 08:44:08
32807;82723;2;"0";2025-11-10 08:44:08
32808;521567;2;"0";2025-11-10 08:44:08
32809;522299;2;"0";2025-11-10 08:44:08
32810;522507;2;"0";2025-11-10 08:44:08
32811;522514;2;"0";2025-11-10 08:44:08
32812;527169;2;"0";2025-11-10 08:44:08
32813;529997;2;"0";2025-11-10 08:44:08
32814;530469;2;"0";2025-11-10 08:44:08
32815;534767;2;"0";2025-11-10 08:44:08
32816;535896;2;"0";2025-11-10 08:44:08
32817;535934;2;"0";2025-11-10 08:44:08
32818;535953;2;"0";2025-11-10 08:44:08
32819;536302;2;"0";2025-11-10 08:44:08
32820;537525;2;"0";2025-11-10 08:44:08
32821;538142;2;"0";2025-11-10 08:44:08
32822;539191;2;"0";2025-11-10 08:44:08
32823;539337;2;"0";2025-11-10 08:44:08
32824;541209;2;"0";2025-11-10 08:44:08
32825;541435;2;"0";2025-11-10 08:44:08
32826;542172;2;"0";2025-11-10 08:44:08
32827;542597;2;"0";2025-11-10 08:44:08
32828;543135;2;"0";2025-11-10 08:44:08
32829;543385;2;"0";2025-11-10 08:44:08
32830;543428;2;"0";2025-11-10 08:44:08
32831;543498;2;"0";2025-11-10 08:44:08
32832;543660;2;"0";2025-11-10 08:44:08
32833;544233;2;"0";2025-11-10 08:44:08
32834;544979;2;"0";2025-11-10 08:44:08
32835;545012;2;"0";2025-11-10 08:44:08
32836;545101;2;"0";2025-11-10 08:44:08
32837;545117;2;"0";2025-11-10 08:44:08
32838;545186;2;"0";2025-11-10 08:44:08
32839;545226;2;"0";2025-11-10 08:44:08
32840;545255;2;"0";2025-11-10 08:44:08
32841;545275;2;"0";2025-11-10 08:44:08
32842;545319;2;"0";2025-11-10 08:44:08
32843;545352;2;"0";2025-11-10 08:44:08
32844;545444;2;"0";2025-11-10 08:44:08
32845;545457;2;"0";2025-11-10 08:44:08
32846;545460;2;"0";2025-11-10 08:44:08
32847;545491;2;"0";2025-11-10 08:44:08
32848;545550;2;"0";2025-11-10 08:44:08
32849;545594;2;"0";2025-11-10 08:44:08
32850;545617;2;"0";2025-11-10 08:44:08
32851;545631;2;"0";2025-11-10 08:44:08
32852;545721;2;"0";2025-11-10 08:44:08
32853;545774;2;"0";2025-11-10 08:44:08
32854;545804;2;"0";2025-11-10 08:44:08
32855;545853;2;"0";2025-11-10 08:44:08
32856;545926;2;"0";2025-11-10 08:44:08
32857;546081;2;"0";2025-11-10 08:44:08
32858;546132;2;"0";2025-11-10 08:44:08
32859;546186;2;"0";2025-11-10 08:44:08
32860;546271;2;"0";2025-11-10 08:44:08
32861;546286;2;"0";2025-11-10 08:44:08
32862;546306;2;"0";2025-11-10 08:44:08
32863;546325;2;"0";2025-11-10 08:44:08
32864;546344;2;"0";2025-11-10 08:44:08
32865;546361;2;"0";2025-11-10 08:44:08
32866;546365;2;"0";2025-11-10 08:44:08
32867;546424;2;"0";2025-11-10 08:44:08
32868;546664;2;"0";2025-11-10 08:44:08
32869;546670;2;"0";2025-11-10 08:44:08
32870;546757;2;"0";2025-11-10 08:44:08
32871;547040;2;"0";2025-11-10 08:44:08
32872;547272;2;"0";2025-11-10 08:44:08
32873;547372;2;"0";2025-11-10 08:44:08
32874;547395;2;"0";2025-11-10 08:44:08
32875;547514;2;"0";2025-11-10 08:44:08
32876;547595;2;"0";2025-11-10 08:44:08
32877;547600;2;"0";2025-11-10 08:44:08
32878;547625;2;"0";2025-11-10 08:44:08
32881;548402;2;"0";2025-11-10 08:44:08
32883;550959;2;"0";2025-11-10 08:44:08
32884;554660;2;"0";2025-11-10 08:44:08
32885;554680;2;"0";2025-11-10 08:44:08
32887;554754;2;"0";2025-11-10 08:44:08
32889;488737;9;"0";2025-11-10 08:44:08
32890;515503;9;"0";2025-11-10 08:44:08
32891;523668;9;"0";2025-11-10 08:44:08
32892;526910;9;"0";2025-11-10 08:44:08
32893;530894;9;"0";2025-11-10 08:44:08
32894;537929;9;"0";2025-11-10 08:44:08
32895;550158;9;"0";2025-11-10 08:44:08
32896;550168;9;"0";2025-11-10 08:44:08
32897;542106;6;"0";2025-11-10 08:44:08
32898;544021;6;"0";2025-11-10 08:44:08
32899;544149;6;"0";2025-11-10 08:44:08
32900;111146;8;"0";2025-11-10 08:44:08
32901;126801;8;"0";2025-11-10 08:44:08
32902;184821;8;"0";2025-11-10 08:44:08
32903;219403;8;"0";2025-11-10 08:44:08
32904;226590;8;"0";2025-11-10 08:44:08
32905;372834;8;"0";2025-11-10 08:44:08
32906;544740;8;"0";2025-11-10 08:44:08
32907;112897;1;"0";2025-11-10 08:44:08
32908;174509;1;"0";2025-11-10 08:44:08
32909;174842;1;"0";2025-11-10 08:44:08
32910;243194;1;"0";2025-11-10 08:44:08
32911;281306;1;"0";2025-11-10 08:44:08
32912;308528;1;"0";2025-11-10 08:44:08
32913;337403;1;"0";2025-11-10 08:44:08
32914;360820;1;"0";2025-11-10 08:44:08
32915;518969;1;"0";2025-11-10 08:44:08
32916;520627;1;"0";2025-11-10 08:44:08
32917;520712;1;"0";2025-11-10 08:44:08
32918;521327;1;"0";2025-11-10 08:44:08
32919;537528;1;"0";2025-11-10 08:44:08
32920;543388;1;"0";2025-11-10 08:44:08
32921;80838;14;"0";2025-11-10 08:44:08
32922;111579;14;"0";2025-11-10 08:44:08
32923;125761;14;"0";2025-11-10 08:44:08
32924;126489;14;"0";2025-11-10 08:44:08
32925;198576;14;"0";2025-11-10 08:44:08
32926;198587;14;"0";2025-11-10 08:44:08
32927;199175;14;"0";2025-11-10 08:44:08
32928;199450;14;"0";2025-11-10 08:44:08
32929;199665;14;"0";2025-11-10 08:44:08
32930;200155;14;"0";2025-11-10 08:44:08
32931;200651;14;"0";2025-11-10 08:44:08
32932;204307;14;"0";2025-11-10 08:44:08
32933;204869;14;"0";2025-11-10 08:44:08
32934;205029;14;"0";2025-11-10 08:44:08
32935;205032;14;"0";2025-11-10 08:44:08
32936;205566;14;"0";2025-11-10 08:44:08
32937;209922;14;"0";2025-11-10 08:44:08
32938;215778;14;"0";2025-11-10 08:44:08
32939;217049;14;"0";2025-11-10 08:44:08
32940;227913;14;"0";2025-11-10 08:44:08
32941;234795;14;"0";2025-11-10 08:44:08
32942;235195;14;"0";2025-11-10 08:44:08
32943;247805;14;"0";2025-11-10 08:44:08
32944;320312;14;"0";2025-11-10 08:44:08
32945;332320;14;"0";2025-11-10 08:44:08
32946;339988;14;"0";2025-11-10 08:44:08
32947;342610;14;"0";2025-11-10 08:44:08
32948;342627;14;"0";2025-11-10 08:44:08
32949;345012;14;"0";2025-11-10 08:44:08
32950;347083;14;"0";2025-11-10 08:44:08
32951;347133;14;"0";2025-11-10 08:44:08
32952;347495;14;"0";2025-11-10 08:44:08
32953;347501;14;"0";2025-11-10 08:44:08
32954;347526;14;"0";2025-11-10 08:44:08
32955;347537;14;"0";2025-11-10 08:44:08
32956;348554;14;"0";2025-11-10 08:44:08
32957;348563;14;"0";2025-11-10 08:44:08
32958;348593;14;"0";2025-11-10 08:44:08
32959;348957;14;"0";2025-11-10 08:44:08
32960;349250;14;"0";2025-11-10 08:44:08
32961;352018;14;"0";2025-11-10 08:44:08
32962;352055;14;"0";2025-11-10 08:44:08
32963;353036;14;"0";2025-11-10 08:44:08
32964;355403;14;"0";2025-11-10 08:44:08
32965;355702;14;"0";2025-11-10 08:44:08
32966;355879;14;"0";2025-11-10 08:44:08
32967;356358;14;"0";2025-11-10 08:44:08
32968;356454;14;"0";2025-11-10 08:44:08
32969;356828;14;"0";2025-11-10 08:44:08
32970;356832;14;"0";2025-11-10 08:44:08
32971;356838;14;"0";2025-11-10 08:44:08
32972;356852;14;"0";2025-11-10 08:44:08
32973;356971;14;"0";2025-11-10 08:44:08
32974;357047;14;"0";2025-11-10 08:44:08
32975;357119;14;"0";2025-11-10 08:44:08
32976;357224;14;"0";2025-11-10 08:44:08
32977;358403;14;"0";2025-11-10 08:44:08
32978;358594;14;"0";2025-11-10 08:44:08
32979;358601;14;"0";2025-11-10 08:44:08
32980;358648;14;"0";2025-11-10 08:44:08
32981;359621;14;"0";2025-11-10 08:44:08
32982;360130;14;"0";2025-11-10 08:44:08
32983;360946;14;"0";2025-11-10 08:44:08
32984;361190;14;"0";2025-11-10 08:44:08
32985;361745;14;"0";2025-11-10 08:44:08
32986;361864;14;"0";2025-11-10 08:44:08
32987;362208;14;"0";2025-11-10 08:44:08
32988;362318;14;"0";2025-11-10 08:44:08
32989;363055;14;"0";2025-11-10 08:44:08
32990;363079;14;"0";2025-11-10 08:44:08
32991;363523;14;"0";2025-11-10 08:44:08
32992;364479;14;"0";2025-11-10 08:44:08
32993;364482;14;"0";2025-11-10 08:44:08
32994;364496;14;"0";2025-11-10 08:44:08
32995;364517;14;"0";2025-11-10 08:44:08
32996;364560;14;"0";2025-11-10 08:44:08
32997;364979;14;"0";2025-11-10 08:44:08
32998;366053;14;"0";2025-11-10 08:44:08
32999;366877;14;"0";2025-11-10 08:44:08
33000;368136;14;"0";2025-11-10 08:44:08
33001;369799;14;"0";2025-11-10 08:44:08
33002;370002;14;"0";2025-11-10 08:44:08
33003;371269;14;"0";2025-11-10 08:44:08
33004;371605;14;"0";2025-11-10 08:44:08
33005;371967;14;"0";2025-11-10 08:44:08
33006;372457;14;"0";2025-11-10 08:44:08
33007;372461;14;"0";2025-11-10 08:44:08
33008;372667;14;"0";2025-11-10 08:44:08
33009;372772;14;"0";2025-11-10 08:44:08
33010;373048;14;"0";2025-11-10 08:44:08
33011;373056;14;"0";2025-11-10 08:44:08
33012;373077;14;"0";2025-11-10 08:44:08
33013;373345;14;"0";2025-11-10 08:44:08
33014;374422;14;"0";2025-11-10 08:44:08
33015;374553;14;"0";2025-11-10 08:44:08
33016;374569;14;"0";2025-11-10 08:44:08
33017;375396;14;"0";2025-11-10 08:44:08
33018;375560;14;"0";2025-11-10 08:44:08
33019;375998;14;"0";2025-11-10 08:44:08
33020;376401;14;"0";2025-11-10 08:44:08
33021;376409;14;"0";2025-11-10 08:44:08
33022;379166;14;"0";2025-11-10 08:44:08
33023;379205;14;"0";2025-11-10 08:44:08
33024;379447;14;"0";2025-11-10 08:44:08
33025;379461;14;"0";2025-11-10 08:44:08
33026;379480;14;"0";2025-11-10 08:44:08
33027;379549;14;"0";2025-11-10 08:44:08
33028;379941;14;"0";2025-11-10 08:44:08
33029;381750;14;"0";2025-11-10 08:44:08
33030;383178;14;"0";2025-11-10 08:44:08
33031;383771;14;"0";2025-11-10 08:44:08
33032;383907;14;"0";2025-11-10 08:44:08
33033;383937;14;"0";2025-11-10 08:44:08
33034;384056;14;"0";2025-11-10 08:44:08
33035;384298;14;"0";2025-11-10 08:44:08
33036;385260;14;"0";2025-11-10 08:44:08
33037;386533;14;"0";2025-11-10 08:44:08
33038;386543;14;"0";2025-11-10 08:44:08
33039;386665;14;"0";2025-11-10 08:44:08
33040;387402;14;"0";2025-11-10 08:44:08
33041;387441;14;"0";2025-11-10 08:44:08
33042;388383;14;"0";2025-11-10 08:44:08
33043;388386;14;"0";2025-11-10 08:44:08
33044;388458;14;"0";2025-11-10 08:44:08
33045;388533;14;"0";2025-11-10 08:44:08
33046;388856;14;"0";2025-11-10 08:44:08
33047;389006;14;"0";2025-11-10 08:44:08
33048;389010;14;"0";2025-11-10 08:44:08
33049;390244;14;"0";2025-11-10 08:44:08
33050;390340;14;"0";2025-11-10 08:44:08
33051;391004;14;"0";2025-11-10 08:44:08
33052;391129;14;"0";2025-11-10 08:44:08
33053;391170;14;"0";2025-11-10 08:44:08
33054;391726;14;"0";2025-11-10 08:44:08
33055;391911;14;"0";2025-11-10 08:44:08
33056;391963;14;"0";2025-11-10 08:44:08
33057;392087;14;"0";2025-11-10 08:44:08
33058;392309;14;"0";2025-11-10 08:44:08
33059;392375;14;"0";2025-11-10 08:44:08
33060;393108;14;"0";2025-11-10 08:44:08
33061;393608;14;"0";2025-11-10 08:44:08
33062;393853;14;"0";2025-11-10 08:44:08
33063;393895;14;"0";2025-11-10 08:44:08
33064;394229;14;"0";2025-11-10 08:44:08
33065;394262;14;"0";2025-11-10 08:44:08
33066;395777;14;"0";2025-11-10 08:44:08
33067;395801;14;"0";2025-11-10 08:44:08
33068;395841;14;"0";2025-11-10 08:44:08
33069;396402;14;"0";2025-11-10 08:44:08
33070;396738;14;"0";2025-11-10 08:44:08
33071;397777;14;"0";2025-11-10 08:44:08
33072;398114;14;"0";2025-11-10 08:44:08
33073;398146;14;"0";2025-11-10 08:44:08
33074;398159;14;"0";2025-11-10 08:44:08
33075;398295;14;"0";2025-11-10 08:44:08
33076;398322;14;"0";2025-11-10 08:44:08
33077;398985;14;"0";2025-11-10 08:44:08
33078;399276;14;"0";2025-11-10 08:44:08
33079;399283;14;"0";2025-11-10 08:44:08
33080;400118;14;"0";2025-11-10 08:44:08
33081;401208;14;"0";2025-11-10 08:44:08
33082;402508;14;"0";2025-11-10 08:44:08
33083;402636;14;"0";2025-11-10 08:44:08
33084;402733;14;"0";2025-11-10 08:44:08
33085;403088;14;"0";2025-11-10 08:44:08
33086;403109;14;"0";2025-11-10 08:44:08
33087;403304;14;"0";2025-11-10 08:44:08
33088;403956;14;"0";2025-11-10 08:44:08
33089;403968;14;"0";2025-11-10 08:44:08
33090;404174;14;"0";2025-11-10 08:44:08
33091;404225;14;"0";2025-11-10 08:44:08
33092;404877;14;"0";2025-11-10 08:44:08
33093;405687;14;"0";2025-11-10 08:44:08
33094;406618;14;"0";2025-11-10 08:44:08
33095;407261;14;"0";2025-11-10 08:44:08
33096;407297;14;"0";2025-11-10 08:44:08
33097;407966;14;"0";2025-11-10 08:44:08
33098;408394;14;"0";2025-11-10 08:44:08
33099;408443;14;"0";2025-11-10 08:44:08
33100;408455;14;"0";2025-11-10 08:44:08
33101;408533;14;"0";2025-11-10 08:44:08
33102;409240;14;"0";2025-11-10 08:44:08
33103;409279;14;"0";2025-11-10 08:44:08
33104;409314;14;"0";2025-11-10 08:44:08
33105;409647;14;"0";2025-11-10 08:44:08
33106;409713;14;"0";2025-11-10 08:44:08
33107;410643;14;"0";2025-11-10 08:44:08
33108;410704;14;"0";2025-11-10 08:44:08
33109;411045;14;"0";2025-11-10 08:44:08
33110;411666;14;"0";2025-11-10 08:44:08
33111;411701;14;"0";2025-11-10 08:44:08
33112;411726;14;"0";2025-11-10 08:44:08
33113;411729;14;"0";2025-11-10 08:44:08
33114;412111;14;"0";2025-11-10 08:44:08
33115;412722;14;"0";2025-11-10 08:44:08
33116;413178;14;"0";2025-11-10 08:44:08
33117;413542;14;"0";2025-11-10 08:44:08
33118;413582;14;"0";2025-11-10 08:44:08
33119;413676;14;"0";2025-11-10 08:44:08
33120;413743;14;"0";2025-11-10 08:44:08
33121;414887;14;"0";2025-11-10 08:44:08
33122;414967;14;"0";2025-11-10 08:44:08
33123;415275;14;"0";2025-11-10 08:44:08
33124;416021;14;"0";2025-11-10 08:44:08
33125;416227;14;"0";2025-11-10 08:44:08
33126;418606;14;"0";2025-11-10 08:44:08
33127;419308;14;"0";2025-11-10 08:44:08
33128;419387;14;"0";2025-11-10 08:44:08
33129;419837;14;"0";2025-11-10 08:44:08
33130;419902;14;"0";2025-11-10 08:44:08
33131;420050;14;"0";2025-11-10 08:44:08
33132;421183;14;"0";2025-11-10 08:44:08
33133;421310;14;"0";2025-11-10 08:44:08
33134;422155;14;"0";2025-11-10 08:44:08
33135;422639;14;"0";2025-11-10 08:44:08
33136;423462;14;"0";2025-11-10 08:44:08
33137;423498;14;"0";2025-11-10 08:44:08
33138;423503;14;"0";2025-11-10 08:44:08
33139;424190;14;"0";2025-11-10 08:44:08
33140;424811;14;"0";2025-11-10 08:44:08
33141;424815;14;"0";2025-11-10 08:44:08
33142;425344;14;"0";2025-11-10 08:44:08
33143;426321;14;"0";2025-11-10 08:44:08
33144;426543;14;"0";2025-11-10 08:44:08
33145;427511;14;"0";2025-11-10 08:44:08
33146;427648;14;"0";2025-11-10 08:44:08
33147;427659;14;"0";2025-11-10 08:44:08
33148;428032;14;"0";2025-11-10 08:44:08
33149;428729;14;"0";2025-11-10 08:44:08
33150;429236;14;"0";2025-11-10 08:44:08
33151;431329;14;"0";2025-11-10 08:44:08
33152;431470;14;"0";2025-11-10 08:44:08
33153;432111;14;"0";2025-11-10 08:44:08
33154;433495;14;"0";2025-11-10 08:44:08
33155;436294;14;"0";2025-11-10 08:44:08
33156;436913;14;"0";2025-11-10 08:44:08
33157;438222;14;"0";2025-11-10 08:44:08
33158;440115;14;"0";2025-11-10 08:44:08
33159;440289;14;"0";2025-11-10 08:44:08
33160;441217;14;"0";2025-11-10 08:44:08
33161;441226;14;"0";2025-11-10 08:44:08
33162;441232;14;"0";2025-11-10 08:44:08
33163;442426;14;"0";2025-11-10 08:44:08
33164;442812;14;"0";2025-11-10 08:44:08
33165;442982;14;"0";2025-11-10 08:44:08
33166;443318;14;"0";2025-11-10 08:44:08
33167;443689;14;"0";2025-11-10 08:44:08
33168;446541;14;"0";2025-11-10 08:44:08
33169;447242;14;"0";2025-11-10 08:44:08
33170;447968;14;"0";2025-11-10 08:44:08
33171;447975;14;"0";2025-11-10 08:44:08
33172;448292;14;"0";2025-11-10 08:44:08
33173;448344;14;"0";2025-11-10 08:44:08
33174;449704;14;"0";2025-11-10 08:44:08
33175;450060;14;"0";2025-11-10 08:44:08
33176;450325;14;"0";2025-11-10 08:44:08
33177;450329;14;"0";2025-11-10 08:44:08
33178;450957;14;"0";2025-11-10 08:44:08
33179;451364;14;"0";2025-11-10 08:44:08
33180;451434;14;"0";2025-11-10 08:44:08
33181;451551;14;"0";2025-11-10 08:44:08
33182;451867;14;"0";2025-11-10 08:44:08
33183;451882;14;"0";2025-11-10 08:44:08
33184;453525;14;"0";2025-11-10 08:44:08
33185;454030;14;"0";2025-11-10 08:44:08
33186;454087;14;"0";2025-11-10 08:44:08
33187;455119;14;"0";2025-11-10 08:44:08
33188;455389;14;"0";2025-11-10 08:44:08
33189;455518;14;"0";2025-11-10 08:44:08
33190;455642;14;"0";2025-11-10 08:44:08
33191;455668;14;"0";2025-11-10 08:44:08
33192;456538;14;"0";2025-11-10 08:44:08
33193;456801;14;"0";2025-11-10 08:44:08
33194;456804;14;"0";2025-11-10 08:44:08
33195;458729;14;"0";2025-11-10 08:44:08
33196;458778;14;"0";2025-11-10 08:44:08
33197;459296;14;"0";2025-11-10 08:44:08
33198;459352;14;"0";2025-11-10 08:44:08
33199;459808;14;"0";2025-11-10 08:44:08
33200;459918;14;"0";2025-11-10 08:44:08
33201;460311;14;"0";2025-11-10 08:44:08
33202;460315;14;"0";2025-11-10 08:44:08
33203;460758;14;"0";2025-11-10 08:44:08
33204;461108;14;"0";2025-11-10 08:44:08
33205;461595;14;"0";2025-11-10 08:44:08
33206;461599;14;"0";2025-11-10 08:44:08
33207;461615;14;"0";2025-11-10 08:44:08
33208;461621;14;"0";2025-11-10 08:44:08
33209;461663;14;"0";2025-11-10 08:44:08
33210;463825;14;"0";2025-11-10 08:44:08
33211;463841;14;"0";2025-11-10 08:44:08
33212;463844;14;"0";2025-11-10 08:44:08
33213;464323;14;"0";2025-11-10 08:44:08
33214;464375;14;"0";2025-11-10 08:44:08
33215;464894;14;"0";2025-11-10 08:44:08
33216;465272;14;"0";2025-11-10 08:44:08
33217;468811;14;"0";2025-11-10 08:44:08
33218;469700;14;"0";2025-11-10 08:44:08
33219;469858;14;"0";2025-11-10 08:44:08
33220;469861;14;"0";2025-11-10 08:44:08
33221;469876;14;"0";2025-11-10 08:44:08
33222;469879;14;"0";2025-11-10 08:44:08
33223;470851;14;"0";2025-11-10 08:44:08
33224;471803;14;"0";2025-11-10 08:44:08
33225;472233;14;"0";2025-11-10 08:44:08
33226;473275;14;"0";2025-11-10 08:44:08
33227;473866;14;"0";2025-11-10 08:44:08
33228;473951;14;"0";2025-11-10 08:44:08
33229;473995;14;"0";2025-11-10 08:44:08
33230;474175;14;"0";2025-11-10 08:44:08
33231;474223;14;"0";2025-11-10 08:44:08
33232;478379;14;"0";2025-11-10 08:44:08
33233;478439;14;"0";2025-11-10 08:44:08
33234;483528;14;"0";2025-11-10 08:44:08
33235;483617;14;"0";2025-11-10 08:44:08
33236;485414;14;"0";2025-11-10 08:44:08
33237;485452;14;"0";2025-11-10 08:44:08
33238;485475;14;"0";2025-11-10 08:44:08
33239;486430;14;"0";2025-11-10 08:44:08
33240;486433;14;"0";2025-11-10 08:44:08
33241;487211;14;"0";2025-11-10 08:44:08
33242;487381;14;"0";2025-11-10 08:44:08
33243;487894;14;"0";2025-11-10 08:44:08
33244;488177;14;"0";2025-11-10 08:44:08
33245;488302;14;"0";2025-11-10 08:44:08
33246;488483;14;"0";2025-11-10 08:44:08
33247;488496;14;"0";2025-11-10 08:44:08
33248;488552;14;"0";2025-11-10 08:44:08
33249;488947;14;"0";2025-11-10 08:44:08
33250;489515;14;"0";2025-11-10 08:44:08
33251;489711;14;"0";2025-11-10 08:44:08
33252;489769;14;"0";2025-11-10 08:44:08
33253;490601;14;"0";2025-11-10 08:44:08
33254;490798;14;"0";2025-11-10 08:44:08
33255;490811;14;"0";2025-11-10 08:44:08
33256;492459;14;"0";2025-11-10 08:44:08
33257;492533;14;"0";2025-11-10 08:44:08
33258;493214;14;"0";2025-11-10 08:44:08
33259;493262;14;"0";2025-11-10 08:44:08
33260;493450;14;"0";2025-11-10 08:44:08
33261;493723;14;"0";2025-11-10 08:44:08
33262;493745;14;"0";2025-11-10 08:44:08
33263;493824;14;"0";2025-11-10 08:44:08
33264;494199;14;"0";2025-11-10 08:44:08
33265;495372;14;"0";2025-11-10 08:44:08
33266;496701;14;"0";2025-11-10 08:44:08
33267;497432;14;"0";2025-11-10 08:44:08
33268;498249;14;"0";2025-11-10 08:44:08
33269;498397;14;"0";2025-11-10 08:44:08
33270;498509;14;"0";2025-11-10 08:44:08
33271;498727;14;"0";2025-11-10 08:44:08
33272;499789;14;"0";2025-11-10 08:44:08
33273;500968;14;"0";2025-11-10 08:44:08
33274;500973;14;"0";2025-11-10 08:44:08
33275;500989;14;"0";2025-11-10 08:44:08
33276;501319;14;"0";2025-11-10 08:44:08
33277;501968;14;"0";2025-11-10 08:44:08
33278;502299;14;"0";2025-11-10 08:44:08
33279;505927;14;"0";2025-11-10 08:44:08
33280;506358;14;"0";2025-11-10 08:44:08
33281;507055;14;"0";2025-11-10 08:44:08
33282;507385;14;"0";2025-11-10 08:44:08
33283;508638;14;"0";2025-11-10 08:44:08
33284;508673;14;"0";2025-11-10 08:44:08
33285;509220;14;"0";2025-11-10 08:44:08
33286;509242;14;"0";2025-11-10 08:44:08
33287;509417;14;"0";2025-11-10 08:44:08
33288;510818;14;"0";2025-11-10 08:44:08
33289;511136;14;"0";2025-11-10 08:44:08
33290;511307;14;"0";2025-11-10 08:44:08
33291;511913;14;"0";2025-11-10 08:44:08
33292;511919;14;"0";2025-11-10 08:44:08
33293;513699;14;"0";2025-11-10 08:44:08
33294;513831;14;"0";2025-11-10 08:44:08
33295;513964;14;"0";2025-11-10 08:44:08
33296;513977;14;"0";2025-11-10 08:44:08
33297;514195;14;"0";2025-11-10 08:44:08
33298;514483;14;"0";2025-11-10 08:44:08
33299;515302;14;"0";2025-11-10 08:44:08
33300;515359;14;"0";2025-11-10 08:44:08
33301;515366;14;"0";2025-11-10 08:44:08
33302;515453;14;"0";2025-11-10 08:44:08
33303;515560;14;"0";2025-11-10 08:44:08
33304;515637;14;"0";2025-11-10 08:44:08
33305;516250;14;"0";2025-11-10 08:44:08
33306;516587;14;"0";2025-11-10 08:44:08
33307;516769;14;"0";2025-11-10 08:44:08
33308;517303;14;"0";2025-11-10 08:44:08
33309;517620;14;"0";2025-11-10 08:44:08
33310;517624;14;"0";2025-11-10 08:44:08
33311;518270;14;"0";2025-11-10 08:44:08
33312;518631;14;"0";2025-11-10 08:44:08
33313;518667;14;"0";2025-11-10 08:44:08
33314;519333;14;"0";2025-11-10 08:44:08
33315;519433;14;"0";2025-11-10 08:44:08
33316;519456;14;"0";2025-11-10 08:44:08
33317;519497;14;"0";2025-11-10 08:44:08
