id;post_id;keyword_id;keyword_type;relevance_score;created_by;created_at
149;386560;116;manual;"1.00";;2025-11-12 08:01:52
150;392642;116;manual;"1.00";;2025-11-12 08:01:52
151;398152;116;manual;"1.00";;2025-11-12 08:01:52
152;402531;116;manual;"1.00";;2025-11-12 08:01:52
153;402534;116;manual;"1.00";;2025-11-12 08:01:52
154;406450;116;manual;"1.00";;2025-11-12 08:01:52
155;418054;116;manual;"1.00";;2025-11-12 08:01:52
156;443981;116;manual;"1.00";;2025-11-12 08:01:52
157;444471;116;manual;"1.00";;2025-11-12 08:01:52
158;444474;116;manual;"1.00";;2025-11-12 08:01:52
159;488938;116;manual;"1.00";;2025-11-12 08:01:52
160;494025;116;manual;"1.00";;2025-11-12 08:01:52
161;497768;116;manual;"1.00";;2025-11-12 08:01:52
162;498202;116;manual;"1.00";;2025-11-12 08:01:52
163;498975;116;manual;"1.00";;2025-11-12 08:01:52
164;505189;116;manual;"1.00";;2025-11-12 08:01:52
165;507121;116;manual;"1.00";;2025-11-12 08:01:52
166;511131;116;manual;"1.00";;2025-11-12 08:01:52
167;82159;14;manual;"1.00";;2025-11-12 08:01:52
168;84032;14;manual;"1.00";;2025-11-12 08:01:52
169;84152;14;manual;"1.00";;2025-11-12 08:01:52
170;104788;14;manual;"1.00";;2025-11-12 08:01:52
171;107571;14;manual;"1.00";;2025-11-12 08:01:52
172;108256;14;manual;"1.00";;2025-11-12 08:01:52
173;110562;14;manual;"1.00";;2025-11-12 08:01:52
174;110637;14;manual;"1.00";;2025-11-12 08:01:52
175;113628;14;manual;"1.00";;2025-11-12 08:01:52
176;115186;14;manual;"1.00";;2025-11-12 08:01:52
177;115226;14;manual;"1.00";;2025-11-12 08:01:52
178;115250;14;manual;"1.00";;2025-11-12 08:01:52
179;115422;14;manual;"1.00";;2025-11-12 08:01:52
180;116115;14;manual;"1.00";;2025-11-12 08:01:52
181;119113;14;manual;"1.00";;2025-11-12 08:01:52
182;120386;14;manual;"1.00";;2025-11-12 08:01:52
183;123400;14;manual;"1.00";;2025-11-12 08:01:52
184;128034;14;manual;"1.00";;2025-11-12 08:01:52
185;157885;14;manual;"1.00";;2025-11-12 08:01:52
186;172457;14;manual;"1.00";;2025-11-12 08:01:52
187;172966;14;manual;"1.00";;2025-11-12 08:01:52
188;188828;14;manual;"1.00";;2025-11-12 08:01:52
189;201476;14;manual;"1.00";;2025-11-12 08:01:52
190;202367;14;manual;"1.00";;2025-11-12 08:01:52
191;202722;14;manual;"1.00";;2025-11-12 08:01:52
192;203322;14;manual;"1.00";;2025-11-12 08:01:52
193;203375;14;manual;"1.00";;2025-11-12 08:01:52
194;204861;14;manual;"1.00";;2025-11-12 08:01:52
195;205741;14;manual;"1.00";;2025-11-12 08:01:52
196;205996;14;manual;"1.00";;2025-11-12 08:01:52
197;207520;14;manual;"1.00";;2025-11-12 08:01:52
198;212233;14;manual;"1.00";;2025-11-12 08:01:52
199;213213;14;manual;"1.00";;2025-11-12 08:01:52
200;221897;14;manual;"1.00";;2025-11-12 08:01:52
201;223824;14;manual;"1.00";;2025-11-12 08:01:52
202;230081;14;manual;"1.00";;2025-11-12 08:01:52
203;235093;14;manual;"1.00";;2025-11-12 08:01:52
204;239194;14;manual;"1.00";;2025-11-12 08:01:52
205;246093;14;manual;"1.00";;2025-11-12 08:01:52
206;246547;14;manual;"1.00";;2025-11-12 08:01:52
207;248291;14;manual;"1.00";;2025-11-12 08:01:52
208;258608;14;manual;"1.00";;2025-11-12 08:01:52
209;289740;14;manual;"1.00";;2025-11-12 08:01:52
210;314456;14;manual;"1.00";;2025-11-12 08:01:52
211;347537;14;manual;"1.00";;2025-11-12 08:01:52
212;351706;14;manual;"1.00";;2025-11-12 08:01:52
213;355873;14;manual;"1.00";;2025-11-12 08:01:52
214;357303;14;manual;"1.00";;2025-11-12 08:01:52
215;360876;14;manual;"1.00";;2025-11-12 08:01:52
216;368139;14;manual;"1.00";;2025-11-12 08:01:52
217;372667;14;manual;"1.00";;2025-11-12 08:01:52
218;378550;14;manual;"1.00";;2025-11-12 08:01:52
219;378602;14;manual;"1.00";;2025-11-12 08:01:52
220;387405;14;manual;"1.00";;2025-11-12 08:01:52
221;387416;14;manual;"1.00";;2025-11-12 08:01:52
222;388363;14;manual;"1.00";;2025-11-12 08:01:52
223;388496;14;manual;"1.00";;2025-11-12 08:01:52
224;389950;14;manual;"1.00";;2025-11-12 08:01:52
225;390237;14;manual;"1.00";;2025-11-12 08:01:52
226;394232;14;manual;"1.00";;2025-11-12 08:01:52
227;395000;14;manual;"1.00";;2025-11-12 08:01:52
228;399996;14;manual;"1.00";;2025-11-12 08:01:52
229;400133;14;manual;"1.00";;2025-11-12 08:01:52
230;401978;14;manual;"1.00";;2025-11-12 08:01:52
231;405470;14;manual;"1.00";;2025-11-12 08:01:52
232;406450;14;manual;"1.00";;2025-11-12 08:01:52
233;410657;14;manual;"1.00";;2025-11-12 08:01:52
234;413924;14;manual;"1.00";;2025-11-12 08:01:52
235;423124;14;manual;"1.00";;2025-11-12 08:01:52
236;431329;14;manual;"1.00";;2025-11-12 08:01:52
237;437709;14;manual;"1.00";;2025-11-12 08:01:52
238;441531;14;manual;"1.00";;2025-11-12 08:01:52
239;443178;14;manual;"1.00";;2025-11-12 08:01:52
240;449134;14;manual;"1.00";;2025-11-12 08:01:52
241;449432;14;manual;"1.00";;2025-11-12 08:01:52
242;453107;14;manual;"1.00";;2025-11-12 08:01:52
243;453501;14;manual;"1.00";;2025-11-12 08:01:52
244;473871;14;manual;"1.00";;2025-11-12 08:01:52
245;474283;14;manual;"1.00";;2025-11-12 08:01:52
246;481096;14;manual;"1.00";;2025-11-12 08:01:52
247;485594;14;manual;"1.00";;2025-11-12 08:01:52
248;488938;14;manual;"1.00";;2025-11-12 08:01:52
249;490508;14;manual;"1.00";;2025-11-12 08:01:52
250;490537;14;manual;"1.00";;2025-11-12 08:01:52
251;497768;14;manual;"1.00";;2025-11-12 08:01:52
252;497830;14;manual;"1.00";;2025-11-12 08:01:52
253;498397;14;manual;"1.00";;2025-11-12 08:01:52
254;501545;14;manual;"1.00";;2025-11-12 08:01:52
255;502669;14;manual;"1.00";;2025-11-12 08:01:52
256;504847;14;manual;"1.00";;2025-11-12 08:01:52
257;505914;14;manual;"1.00";;2025-11-12 08:01:52
258;506361;14;manual;"1.00";;2025-11-12 08:01:52
259;507185;14;manual;"1.00";;2025-11-12 08:01:52
260;507468;14;manual;"1.00";;2025-11-12 08:01:52
261;507725;14;manual;"1.00";;2025-11-12 08:01:52
262;507742;14;manual;"1.00";;2025-11-12 08:01:52
263;512581;14;manual;"1.00";;2025-11-12 08:01:52
264;515080;14;manual;"1.00";;2025-11-12 08:01:52
265;517317;14;manual;"1.00";;2025-11-12 08:01:52
266;517570;14;manual;"1.00";;2025-11-12 08:01:52
267;518384;14;manual;"1.00";;2025-11-12 08:01:52
268;526161;14;manual;"1.00";;2025-11-12 08:01:52
269;527386;14;manual;"1.00";;2025-11-12 08:01:52
270;527767;14;manual;"1.00";;2025-11-12 08:01:52
271;537890;14;manual;"1.00";;2025-11-12 08:01:52
272;539213;14;manual;"1.00";;2025-11-12 08:01:52
273;542683;14;manual;"1.00";;2025-11-12 08:01:52
274;543375;14;manual;"1.00";;2025-11-12 08:01:52
275;544132;14;manual;"1.00";;2025-11-12 08:01:52
276;544423;14;manual;"1.00";;2025-11-12 08:01:52
277;544764;14;manual;"1.00";;2025-11-12 08:01:52
278;545444;14;manual;"1.00";;2025-11-12 08:01:52
279;546664;14;manual;"1.00";;2025-11-12 08:01:52
280;546892;14;manual;"1.00";;2025-11-12 08:01:52
281;547147;14;manual;"1.00";;2025-11-12 08:01:52
282;549521;14;manual;"1.00";;2025-11-12 08:01:52
283;551213;14;manual;"1.00";;2025-11-12 08:01:52
284;551245;14;manual;"1.00";;2025-11-12 08:01:52
285;551577;14;manual;"1.00";;2025-11-12 08:01:52
286;551652;14;manual;"1.00";;2025-11-12 08:01:52
287;552514;14;manual;"1.00";;2025-11-12 08:01:52
288;553839;14;manual;"1.00";;2025-11-12 08:01:52
289;554087;14;manual;"1.00";;2025-11-12 08:01:52
290;380402;240;manual;"1.00";;2025-11-12 08:01:52
291;380414;240;manual;"1.00";;2025-11-12 08:01:52
292;416749;240;manual;"1.00";;2025-11-12 08:01:52
293;416790;240;manual;"1.00";;2025-11-12 08:01:52
294;83203;158;manual;"1.00";;2025-11-12 08:01:52
295;110599;158;manual;"1.00";;2025-11-12 08:01:52
296;111057;158;manual;"1.00";;2025-11-12 08:01:52
297;112592;158;manual;"1.00";;2025-11-12 08:01:52
298;120199;158;manual;"1.00";;2025-11-12 08:01:52
299;192715;158;manual;"1.00";;2025-11-12 08:01:52
300;194889;158;manual;"1.00";;2025-11-12 08:01:52
301;206466;158;manual;"1.00";;2025-11-12 08:01:52
302;226947;158;manual;"1.00";;2025-11-12 08:01:52
303;352137;158;manual;"1.00";;2025-11-12 08:01:52
304;514048;158;manual;"1.00";;2025-11-12 08:01:52
305;83203;45;manual;"1.00";;2025-11-12 08:01:52
306;109088;45;manual;"1.00";;2025-11-12 08:01:52
307;109093;45;manual;"1.00";;2025-11-12 08:01:52
308;109702;45;manual;"1.00";;2025-11-12 08:01:52
309;110415;45;manual;"1.00";;2025-11-12 08:01:52
310;113053;45;manual;"1.00";;2025-11-12 08:01:52
311;113157;45;manual;"1.00";;2025-11-12 08:01:52
312;116126;45;manual;"1.00";;2025-11-12 08:01:52
313;120382;45;manual;"1.00";;2025-11-12 08:01:52
314;196699;45;manual;"1.00";;2025-11-12 08:01:52
315;207218;45;manual;"1.00";;2025-11-12 08:01:52
316;211588;45;manual;"1.00";;2025-11-12 08:01:52
317;211814;45;manual;"1.00";;2025-11-12 08:01:52
318;212699;45;manual;"1.00";;2025-11-12 08:01:52
319;214216;45;manual;"1.00";;2025-11-12 08:01:52
320;214222;45;manual;"1.00";;2025-11-12 08:01:52
321;215826;45;manual;"1.00";;2025-11-12 08:01:52
322;216275;45;manual;"1.00";;2025-11-12 08:01:52
323;216350;45;manual;"1.00";;2025-11-12 08:01:52
324;216358;45;manual;"1.00";;2025-11-12 08:01:52
325;217111;45;manual;"1.00";;2025-11-12 08:01:52
326;218538;45;manual;"1.00";;2025-11-12 08:01:52
327;219147;45;manual;"1.00";;2025-11-12 08:01:52
328;220791;45;manual;"1.00";;2025-11-12 08:01:52
329;225541;45;manual;"1.00";;2025-11-12 08:01:52
330;234134;45;manual;"1.00";;2025-11-12 08:01:52
331;242777;45;manual;"1.00";;2025-11-12 08:01:52
332;244881;45;manual;"1.00";;2025-11-12 08:01:52
333;248775;45;manual;"1.00";;2025-11-12 08:01:52
334;256482;45;manual;"1.00";;2025-11-12 08:01:52
335;258631;45;manual;"1.00";;2025-11-12 08:01:52
336;324951;45;manual;"1.00";;2025-11-12 08:01:52
337;329477;45;manual;"1.00";;2025-11-12 08:01:52
338;332701;45;manual;"1.00";;2025-11-12 08:01:52
339;341431;45;manual;"1.00";;2025-11-12 08:01:52
340;363646;45;manual;"1.00";;2025-11-12 08:01:52
341;373361;45;manual;"1.00";;2025-11-12 08:01:52
342;373446;45;manual;"1.00";;2025-11-12 08:01:52
343;409450;45;manual;"1.00";;2025-11-12 08:01:52
344;415325;45;manual;"1.00";;2025-11-12 08:01:52
345;416191;45;manual;"1.00";;2025-11-12 08:01:52
346;425425;45;manual;"1.00";;2025-11-12 08:01:52
347;430128;45;manual;"1.00";;2025-11-12 08:01:52
348;438204;45;manual;"1.00";;2025-11-12 08:01:52
349;442165;45;manual;"1.00";;2025-11-12 08:01:52
350;459105;45;manual;"1.00";;2025-11-12 08:01:52
351;473902;45;manual;"1.00";;2025-11-12 08:01:52
352;474294;45;manual;"1.00";;2025-11-12 08:01:52
353;489666;45;manual;"1.00";;2025-11-12 08:01:52
354;495778;45;manual;"1.00";;2025-11-12 08:01:52
355;500077;45;manual;"1.00";;2025-11-12 08:01:52
357;509045;45;manual;"1.00";;2025-11-12 08:01:52
358;510258;45;manual;"1.00";;2025-11-12 08:01:52
360;514149;45;manual;"1.00";;2025-11-12 08:01:52
362;528519;45;manual;"1.00";;2025-11-12 08:01:52
363;530024;45;manual;"1.00";;2025-11-12 08:01:52
364;537890;45;manual;"1.00";;2025-11-12 08:01:52
365;544132;45;manual;"1.00";;2025-11-12 08:01:52
366;549373;45;manual;"1.00";;2025-11-12 08:01:52
367;551526;45;manual;"1.00";;2025-11-12 08:01:52
368;552229;45;manual;"1.00";;2025-11-12 08:01:52
369;110952;140;manual;"1.00";;2025-11-12 08:01:52
370;316860;140;manual;"1.00";;2025-11-12 08:01:52
371;352161;140;manual;"1.00";;2025-11-12 08:01:52
372;372775;140;manual;"1.00";;2025-11-12 08:01:52
373;382729;140;manual;"1.00";;2025-11-12 08:01:52
374;387438;140;manual;"1.00";;2025-11-12 08:01:52
375;424034;140;manual;"1.00";;2025-11-12 08:01:52
376;446472;140;manual;"1.00";;2025-11-12 08:01:52
377;451936;140;manual;"1.00";;2025-11-12 08:01:52
378;455687;140;manual;"1.00";;2025-11-12 08:01:52
379;474275;140;manual;"1.00";;2025-11-12 08:01:52
380;498638;140;manual;"1.00";;2025-11-12 08:01:52
381;501834;140;manual;"1.00";;2025-11-12 08:01:52
382;509382;140;manual;"1.00";;2025-11-12 08:01:52
383;83434;85;manual;"1.00";;2025-11-12 08:01:52
384;102378;85;manual;"1.00";;2025-11-12 08:01:52
385;110791;85;manual;"1.00";;2025-11-12 08:01:52
386;110952;85;manual;"1.00";;2025-11-12 08:01:52
387;113213;85;manual;"1.00";;2025-11-12 08:01:52
388;160488;85;manual;"1.00";;2025-11-12 08:01:52
389;160519;85;manual;"1.00";;2025-11-12 08:01:52
390;214197;85;manual;"1.00";;2025-11-12 08:01:52
391;219640;85;manual;"1.00";;2025-11-12 08:01:52
392;227907;85;manual;"1.00";;2025-11-12 08:01:52
393;232128;85;manual;"1.00";;2025-11-12 08:01:52
394;310166;85;manual;"1.00";;2025-11-12 08:01:52
395;362318;85;manual;"1.00";;2025-11-12 08:01:52
396;363518;85;manual;"1.00";;2025-11-12 08:01:52
397;371577;85;manual;"1.00";;2025-11-12 08:01:52
398;404946;85;manual;"1.00";;2025-11-12 08:01:52
399;417779;85;manual;"1.00";;2025-11-12 08:01:52
400;459109;85;manual;"1.00";;2025-11-12 08:01:52
401;488492;85;manual;"1.00";;2025-11-12 08:01:52
402;492036;85;manual;"1.00";;2025-11-12 08:01:52
403;502871;85;manual;"1.00";;2025-11-12 08:01:52
404;505806;85;manual;"1.00";;2025-11-12 08:01:52
405;508213;85;manual;"1.00";;2025-11-12 08:01:52
406;509864;85;manual;"1.00";;2025-11-12 08:01:52
407;510430;85;manual;"1.00";;2025-11-12 08:01:52
408;516339;85;manual;"1.00";;2025-11-12 08:01:52
409;516392;85;manual;"1.00";;2025-11-12 08:01:52
410;518615;85;manual;"1.00";;2025-11-12 08:01:52
411;523210;85;manual;"1.00";;2025-11-12 08:01:52
412;548599;85;manual;"1.00";;2025-11-12 08:01:52
413;113123;287;manual;"1.00";;2025-11-12 08:01:52
414;123304;287;manual;"1.00";;2025-11-12 08:01:52
415;84152;25;manual;"1.00";;2025-11-12 08:01:52
416;100225;25;manual;"1.00";;2025-11-12 08:01:52
417;110637;25;manual;"1.00";;2025-11-12 08:01:52
418;110656;25;manual;"1.00";;2025-11-12 08:01:52
419;111368;25;manual;"1.00";;2025-11-12 08:01:52
420;111656;25;manual;"1.00";;2025-11-12 08:01:52
421;112888;25;manual;"1.00";;2025-11-12 08:01:52
422;113157;25;manual;"1.00";;2025-11-12 08:01:52
423;115422;25;manual;"1.00";;2025-11-12 08:01:52
424;115501;25;manual;"1.00";;2025-11-12 08:01:52
425;120258;25;manual;"1.00";;2025-11-12 08:01:52
426;123907;25;manual;"1.00";;2025-11-12 08:01:52
427;124036;25;manual;"1.00";;2025-11-12 08:01:52
428;150718;25;manual;"1.00";;2025-11-12 08:01:52
429;162105;25;manual;"1.00";;2025-11-12 08:01:52
430;162110;25;manual;"1.00";;2025-11-12 08:01:52
431;165308;25;manual;"1.00";;2025-11-12 08:01:52
432;179331;25;manual;"1.00";;2025-11-12 08:01:52
433;186818;25;manual;"1.00";;2025-11-12 08:01:52
434;192107;25;manual;"1.00";;2025-11-12 08:01:52
435;197324;25;manual;"1.00";;2025-11-12 08:01:52
436;197369;25;manual;"1.00";;2025-11-12 08:01:52
437;199245;25;manual;"1.00";;2025-11-12 08:01:52
438;201618;25;manual;"1.00";;2025-11-12 08:01:52
439;202470;25;manual;"1.00";;2025-11-12 08:01:52
440;204307;25;manual;"1.00";;2025-11-12 08:01:52
441;208104;25;manual;"1.00";;2025-11-12 08:01:52
442;211500;25;manual;"1.00";;2025-11-12 08:01:52
443;214983;25;manual;"1.00";;2025-11-12 08:01:52
444;215616;25;manual;"1.00";;2025-11-12 08:01:52
445;216342;25;manual;"1.00";;2025-11-12 08:01:52
446;216358;25;manual;"1.00";;2025-11-12 08:01:52
447;222323;25;manual;"1.00";;2025-11-12 08:01:52
448;224762;25;manual;"1.00";;2025-11-12 08:01:52
449;231706;25;manual;"1.00";;2025-11-12 08:01:52
450;234773;25;manual;"1.00";;2025-11-12 08:01:52
451;235199;25;manual;"1.00";;2025-11-12 08:01:52
452;235238;25;manual;"1.00";;2025-11-12 08:01:52
453;248098;25;manual;"1.00";;2025-11-12 08:01:52
454;252008;25;manual;"1.00";;2025-11-12 08:01:52
455;262959;25;manual;"1.00";;2025-11-12 08:01:52
456;275555;25;manual;"1.00";;2025-11-12 08:01:52
457;300826;25;manual;"1.00";;2025-11-12 08:01:52
458;316329;25;manual;"1.00";;2025-11-12 08:01:52
459;336136;25;manual;"1.00";;2025-11-12 08:01:52
460;338541;25;manual;"1.00";;2025-11-12 08:01:52
461;339505;25;manual;"1.00";;2025-11-12 08:01:52
462;348538;25;manual;"1.00";;2025-11-12 08:01:52
463;352063;25;manual;"1.00";;2025-11-12 08:01:52
464;352069;25;manual;"1.00";;2025-11-12 08:01:52
465;354316;25;manual;"1.00";;2025-11-12 08:01:52
466;381675;25;manual;"1.00";;2025-11-12 08:01:52
467;382269;25;manual;"1.00";;2025-11-12 08:01:52
468;398834;25;manual;"1.00";;2025-11-12 08:01:52
469;399884;25;manual;"1.00";;2025-11-12 08:01:52
470;401375;25;manual;"1.00";;2025-11-12 08:01:52
471;410262;25;manual;"1.00";;2025-11-12 08:01:52
472;416140;25;manual;"1.00";;2025-11-12 08:01:52
473;416191;25;manual;"1.00";;2025-11-12 08:01:52
474;425801;25;manual;"1.00";;2025-11-12 08:01:52
475;436920;25;manual;"1.00";;2025-11-12 08:01:52
476;441531;25;manual;"1.00";;2025-11-12 08:01:52
477;469951;25;manual;"1.00";;2025-11-12 08:01:52
478;483534;25;manual;"1.00";;2025-11-12 08:01:52
479;485272;25;manual;"1.00";;2025-11-12 08:01:52
480;486144;25;manual;"1.00";;2025-11-12 08:01:52
481;487981;25;manual;"1.00";;2025-11-12 08:01:52
482;490840;25;manual;"1.00";;2025-11-12 08:01:52
483;493755;25;manual;"1.00";;2025-11-12 08:01:52
