id;post_id;user_id;like_type;target_id;created_at
389;160436;"0";post;160436;2024-07-10 21:53:29
390;160438;"0";post;160438;2024-07-10 21:53:59
391;492289;"0";post;492289;2024-07-10 21:54:04
392;160442;"0";post;160442;2024-07-10 21:55:13
393;160387;"0";post;160387;2024-07-10 21:55:14
394;492096;"0";post;492096;2024-07-10 21:55:20
395;160444;"0";post;160444;2024-07-10 21:55:40
396;492101;"0";post;492101;2024-07-10 21:56:10
397;158978;"0";post;158978;2024-07-10 22:04:08
398;158966;"0";post;158966;2024-07-10 22:04:11
399;158979;"0";post;158979;2024-07-10 22:04:19
400;158981;"0";post;158981;2024-07-10 22:04:20
401;160435;"0";post;160435;2024-07-10 22:04:33
402;492307;"0";post;492307;2024-07-10 22:07:33
403;491662;"0";post;491662;2024-07-10 22:08:16
404;160415;"0";post;160415;2024-07-10 22:08:21
405;160379;"0";post;160379;2024-07-10 22:08:21
406;160375;"0";post;160375;2024-07-10 22:08:24
407;490324;"0";post;490324;2024-07-25 20:41:15
408;160245;"0";post;160245;2024-07-11 07:13:11
409;160190;"0";post;160190;2024-07-11 07:13:09
410;160298;"0";post;160298;2024-07-11 07:13:12
411;489486;"0";post;489486;2024-07-10 22:32:33
412;160271;"0";post;160271;2024-07-10 23:51:49
413;160324;"0";post;160324;2024-07-10 23:51:49
414;160363;"0";post;160363;2024-07-10 23:51:50
415;160405;"0";post;160405;2024-07-10 23:51:50
416;160446;"0";post;160446;2024-07-11 07:13:13
417;492465;"0";post;492465;2024-07-16 19:46:32
418;160457;"0";post;160457;2024-07-11 08:30:43
419;160458;33;post;160458;2024-07-11 08:35:29
420;492465;33;post;492465;2024-07-11 08:36:42
421;160457;33;post;160457;2024-07-11 08:44:35
422;160447;"0";post;160447;2024-07-11 09:04:03
423;160461;"0";post;160461;2024-07-11 09:49:43
424;492062;33;post;492062;2024-07-11 11:48:58
425;160457;23;post;160457;2024-07-11 12:28:05
426;160466;33;post;160466;2024-07-11 12:28:17
427;160470;33;post;160470;2024-07-11 13:59:45
428;160445;33;post;160445;2024-07-11 14:56:22
429;160478;33;post;160478;2024-07-11 14:56:22
430;160440;33;post;160440;2024-07-11 14:56:25
431;492533;33;post;492533;2024-07-11 17:48:15
432;492529;33;post;492529;2024-07-11 17:48:19
433;160484;33;post;160484;2024-07-11 17:58:56
434;492589;33;post;492589;2024-07-11 18:02:15
435;160479;33;post;160479;2024-07-11 18:02:20
436;160479;"0";post;160479;2024-07-11 18:08:38
437;160485;"0";post;160485;2024-07-11 18:13:07
438;160484;"0";post;160484;2024-07-11 18:13:09
439;160483;"0";post;160483;2024-07-11 18:13:11
440;160084;39;post;160084;2024-07-11 19:37:27
441;160424;39;post;160424;2024-07-11 19:37:58
442;160487;"0";post;160487;2024-07-11 19:46:13
443;159123;"0";post;159123;2024-07-11 19:52:37
444;492589;39;post;492589;2024-07-11 20:40:35
445;492101;39;post;492101;2024-07-11 20:45:51
446;160493;"0";post;160493;2024-07-11 20:50:20
447;160494;"0";post;160494;2024-07-11 22:27:33
448;160451;33;post;160451;2024-07-11 22:46:10
449;160493;33;post;160493;2024-07-11 22:46:12
450;160489;33;post;160489;2024-07-11 22:51:07
451;160487;33;post;160487;2024-07-11 22:51:10
452;492398;"0";post;492398;2024-07-12 00:12:00
453;160506;"0";post;160506;2024-07-12 10:32:14
454;160481;"0";post;160481;2024-07-12 10:33:28
455;160228;"0";post;160228;2024-07-12 10:34:08
456;160201;"0";post;160201;2024-07-12 10:34:26
457;493450;"0";post;493450;2024-07-20 19:49:13
458;493262;39;post;493262;2024-07-12 21:26:08
459;492969;39;post;492969;2024-07-12 21:26:14
460;493450;39;post;493450;2024-07-12 21:26:20
461;492930;39;post;492930;2024-07-12 21:26:40
462;490895;"0";post;490895;2024-07-13 10:47:25
463;493735;39;post;493735;2024-07-13 11:55:09
464;494290;39;post;494290;2024-07-14 11:14:17
465;494174;39;post;494174;2024-07-14 11:19:49
466;494199;39;post;494199;2024-07-14 11:20:12
467;494184;39;post;494184;2024-07-14 11:21:28
468;494315;39;post;494315;2024-07-14 11:23:08
469;494586;39;post;494586;2024-07-15 15:54:28
470;495372;33;post;495372;2024-07-16 14:32:47
471;494898;33;post;494898;2024-07-16 14:33:04
472;489451;33;post;489451;2024-07-16 19:16:58
473;252351;33;post;252351;2024-07-16 19:32:47
474;252966;33;post;252966;2024-07-16 19:32:50
475;253182;33;post;253182;2024-07-16 19:32:52
476;495674;33;post;495674;2024-07-16 19:39:04
477;495681;33;post;495681;2024-07-16 19:39:06
478;495426;33;post;495426;2024-07-16 19:39:21
479;495432;33;post;495432;2024-07-16 19:39:23
480;495436;33;post;495436;2024-07-16 19:39:25
481;495415;33;post;495415;2024-07-16 19:39:48
482;495418;33;post;495418;2024-07-16 19:39:50
483;495422;33;post;495422;2024-07-16 19:39:53
484;495140;33;post;495140;2024-07-16 19:40:19
485;495153;33;post;495153;2024-07-16 19:40:21
486;495160;33;post;495160;2024-07-16 19:40:22
487;493755;33;post;493755;2024-07-16 19:40:59
488;493763;33;post;493763;2024-07-16 19:41:01
489;324951;33;post;324951;2024-07-16 19:42:48
490;327671;33;post;327671;2024-07-16 19:42:50
491;327640;33;post;327640;2024-07-16 19:42:53
492;327594;33;post;327594;2024-07-16 19:42:54
493;325760;33;post;325760;2024-07-16 19:43:12
494;494566;33;post;494566;2024-07-16 19:43:32
495;494342;33;post;494342;2024-07-16 19:43:40
496;493727;33;post;493727;2024-07-16 19:43:51
497;493723;33;post;493723;2024-07-16 19:43:53
498;470908;33;post;470908;2024-07-16 19:48:30
499;150718;33;post;150718;2024-07-16 19:48:48
500;255529;33;post;255529;2024-07-16 19:49:17
501;495761;23;post;495761;2024-07-17 11:03:55
502;495426;23;post;495426;2024-07-17 11:04:12
503;492465;23;post;492465;2024-07-17 11:04:53
504;495372;23;post;495372;2024-07-17 11:05:39
505;492036;23;post;492036;2024-07-17 11:05:56
506;490437;23;post;490437;2024-07-17 11:06:06
507;495778;23;post;495778;2024-07-17 11:06:22
508;493763;23;post;493763;2024-07-17 11:06:45
509;495674;23;post;495674;2024-07-17 11:07:02
510;494096;23;post;494096;2024-07-17 11:07:44
511;494025;23;post;494025;2024-07-17 11:16:16
512;493440;23;post;493440;2024-07-17 11:16:24
513;492598;23;post;492598;2024-07-17 11:16:29
514;492675;23;post;492675;2024-07-17 11:16:45
515;495781;39;post;495781;2024-07-17 11:48:16
516;492465;39;post;492465;2024-07-17 11:48:48
517;492307;39;post;492307;2024-07-17 11:50:02
518;495778;39;post;495778;2024-07-17 13:57:31
519;495912;39;post;495912;2024-07-17 21:24:27
520;496716;33;post;496716;2024-07-18 20:37:34
521;495968;39;post;495968;2024-07-19 11:14:57
522;496848;39;post;496848;2024-07-19 11:16:59
523;496820;39;post;496820;2024-07-19 11:19:46
524;496763;33;post;496763;2024-07-19 13:04:19
525;496945;39;post;496945;2024-07-19 13:30:03
526;496820;33;post;496820;2024-07-19 15:34:56
527;492969;33;post;492969;2024-07-20 00:32:11
528;496945;"0";post;496945;2024-07-20 00:58:36
529;478580;33;post;478580;2024-07-20 01:10:54
530;496716;"0";post;496716;2024-07-20 19:48:39
531;495674;"0";post;495674;2024-07-20 19:49:06
532;493440;"0";post;493440;2024-07-20 19:49:21
533;497432;"0";post;497432;2024-07-21 10:23:27
534;496797;"0";post;496797;2024-07-21 14:48:36
535;496945;33;post;496945;2024-07-21 15:43:19
536;497800;23;post;497800;2024-07-22 10:48:22
537;497765;33;post;497765;2024-07-22 11:14:08
538;470973;23;post;470973;2024-07-22 11:14:26
539;496716;39;post;496716;2024-07-23 12:24:21
540;497914;39;post;497914;2024-07-24 12:52:49
541;498205;39;post;498205;2024-07-24 12:52:54
542;498249;39;post;498249;2024-07-24 12:52:59
543;498140;39;post;498140;2024-07-24 12:55:16
544;498140;"0";post;498140;2024-07-24 16:05:39
545;498131;"0";post;498131;2024-07-25 11:01:27
546;498095;"0";post;498095;2024-07-25 11:02:09
547;498464;"0";post;498464;2024-07-25 11:46:52
548;498464;33;post;498464;2024-07-25 11:47:06
549;495912;33;post;495912;2024-07-25 13:09:16
550;498503;33;post;498503;2024-07-25 13:20:57
551;498509;39;post;498509;2024-07-25 13:26:31
552;498464;39;post;498464;2024-07-25 17:31:45
