id;user_id;type;related_id;is_read;created_at
77;751;topic_comment;471314;1;2024-06-19 22:07:05
78;759;topic_comment;470851;1;2024-06-19 22:24:09
79;1852;topic_comment;471675;1;2024-06-19 22:26:24
80;23;topic_comment;470973;1;2024-06-19 22:27:51
81;1876;topic_comment;379549;"0";2024-06-19 22:39:21
82;759;topic_comment;211500;1;2024-06-19 22:39:40
83;759;topic_comment;232128;1;2024-06-19 22:41:07
84;1852;topic_comment;471675;1;2024-06-19 22:41:29
85;406;comment_reply;158642;1;2024-06-19 22:41:29
86;1372;topic_comment;470929;1;2024-06-20 01:13:06
87;1852;topic_comment;471675;1;2024-06-20 01:15:34
88;406;comment_reply;158642;1;2024-06-20 01:15:34
89;759;topic_comment;470868;1;2024-06-20 04:58:59
90;1876;topic_comment;379549;"0";2024-06-20 05:01:37
91;759;topic_comment;470862;1;2024-06-20 05:10:47
92;759;topic_comment;470876;1;2024-06-20 05:13:49
93;759;topic_comment;470859;1;2024-06-20 05:25:22
94;759;topic_comment;441535;1;2024-06-20 05:39:30
95;759;topic_comment;470856;1;2024-06-20 05:42:13
96;759;topic_comment;472214;1;2024-06-20 08:51:50
97;1372;topic_comment;470929;1;2024-06-20 08:54:40
98;39;topic_comment;470908;1;2024-06-20 08:58:01
99;33;topic_comment;472204;1;2024-06-20 09:40:18
100;"0";comment_reply;158598;"0";2024-06-20 09:46:57
101;"0";comment_reply;158659;"0";2024-06-20 09:48:14
102;39;comment_reply;158660;1;2024-06-20 09:49:29
103;1372;topic_comment;470929;1;2024-06-20 10:12:56
104;751;topic_comment;471314;1;2024-06-20 10:15:08
105;406;topic_comment;471641;1;2024-06-20 10:16:54
106;1372;topic_comment;470929;1;2024-06-20 10:19:30
107;39;topic_comment;470908;1;2024-06-20 10:21:36
108;759;topic_comment;470891;1;2024-06-20 10:26:12
109;759;topic_comment;472258;1;2024-06-20 11:13:38
110;19;topic_comment;110917;1;2024-06-20 12:22:12
111;759;topic_comment;472269;1;2024-06-20 12:22:58
112;759;topic_comment;472262;1;2024-06-20 12:24:09
113;759;topic_comment;472250;1;2024-06-20 12:25:39
114;759;topic_comment;472237;1;2024-06-20 12:26:55
115;759;topic_comment;472217;1;2024-06-20 12:29:00
116;1372;topic_comment;472190;1;2024-06-20 12:30:15
117;759;topic_comment;472246;1;2024-06-20 12:31:30
118;661;topic_comment;472020;1;2024-06-20 12:33:15
119;406;comment_reply;158672;1;2024-06-20 13:33:58
120;406;topic_comment;472933;1;2024-06-20 14:03:14
121;1372;topic_comment;472186;1;2024-06-20 14:18:29
122;406;topic_comment;472933;1;2024-06-20 14:21:01
123;759;topic_comment;458741;1;2024-06-20 14:23:51
124;759;topic_comment;472957;1;2024-06-20 14:29:22
125;759;topic_comment;472957;1;2024-06-20 14:30:22
126;406;topic_comment;469855;1;2024-06-20 15:07:20
127;406;topic_comment;469858;1;2024-06-20 15:10:33
128;406;topic_comment;469861;1;2024-06-20 15:12:36
129;406;topic_comment;469876;1;2024-06-20 15:14:10
130;240;comment_reply;158470;1;2024-06-20 15:14:10
131;406;topic_comment;469879;1;2024-06-20 15:15:05
132;1372;topic_comment;469894;1;2024-06-20 15:18:04
133;1372;topic_comment;469900;1;2024-06-20 15:21:01
134;1372;topic_comment;469904;1;2024-06-20 15:21:57
135;406;topic_comment;470088;1;2024-06-20 15:39:56
136;1873;topic_comment;470159;1;2024-06-20 15:41:13
137;1594;topic_comment;470432;1;2024-06-20 15:42:31
138;759;topic_comment;472957;1;2024-06-20 16:31:06
139;1594;topic_comment;470432;1;2024-06-20 16:34:19
140;406;topic_comment;472937;1;2024-06-20 16:36:00
141;406;topic_comment;470088;1;2024-06-20 16:38:46
142;406;topic_comment;472933;1;2024-06-20 16:41:47
143;759;topic_comment;472262;1;2024-06-20 17:12:59
144;759;topic_comment;472254;1;2024-06-20 17:14:20
145;759;topic_comment;472258;1;2024-06-20 17:15:28
146;"0";comment_reply;158671;"0";2024-06-20 17:15:28
147;406;topic_comment;471641;1;2024-06-20 17:22:53
148;759;comment_reply;158622;1;2024-06-20 17:25:18
149;751;topic_comment;473066;1;2024-06-20 19:07:45
150;406;topic_comment;472933;1;2024-06-20 21:05:37
151;1852;topic_comment;473087;1;2024-06-20 21:07:13
152;1852;topic_comment;473087;1;2024-06-20 21:07:36
153;751;topic_comment;473066;1;2024-06-20 21:09:53
154;751;topic_comment;473053;1;2024-06-20 21:11:39
155;759;topic_comment;472957;1;2024-06-20 21:12:56
156;759;topic_comment;472258;1;2024-06-20 21:15:08
157;759;topic_comment;472269;1;2024-06-20 21:16:44
158;406;topic_comment;472937;1;2024-06-20 21:18:29
159;759;topic_comment;472254;1;2024-06-20 21:20:35
160;1372;topic_comment;472194;1;2024-06-20 21:22:14
161;1372;topic_comment;472186;1;2024-06-20 21:26:12
162;1852;topic_comment;473139;1;2024-06-20 21:27:17
163;33;topic_comment;455949;1;2024-06-20 21:29:33
164;1852;topic_comment;473139;1;2024-06-20 21:31:29
165;759;topic_comment;472250;1;2024-06-20 21:31:32
166;759;topic_comment;472262;1;2024-06-20 21:35:36
167;759;topic_comment;472957;1;2024-06-20 21:35:54
168;596;comment_reply;158726;"0";2024-06-20 21:35:54
169;1852;topic_comment;473087;1;2024-06-20 21:58:13
170;759;topic_comment;469343;1;2024-06-20 22:05:33
171;406;topic_comment;472937;1;2024-06-20 22:53:51
172;406;topic_comment;473164;1;2024-06-20 22:57:07
173;22;topic_comment;112920;1;2024-06-20 23:00:02
174;751;topic_comment;473066;1;2024-06-20 23:03:41
175;33;topic_comment;455492;1;2024-06-21 09:59:54
176;1372;topic_comment;473262;1;2024-06-21 10:15:17
177;759;topic_comment;472217;1;2024-06-21 10:18:01
178;19;comment_reply;158742;1;2024-06-21 10:23:05
179;"0";comment_reply;158712;"0";2024-06-21 10:23:28
180;596;comment_reply;158729;"0";2024-06-21 10:26:30
181;"0";comment_reply;158538;"0";2024-06-21 10:28:25
182;406;comment_reply;158746;1;2024-06-21 10:29:51
183;751;comment_reply;158386;1;2024-06-21 11:02:29
184;240;comment_reply;158360;1;2024-06-21 11:03:22
185;"0";comment_reply;158041;"0";2024-06-21 11:04:07
186;759;topic_comment;432121;1;2024-06-21 11:44:47
187;759;topic_comment;473366;1;2024-06-21 11:47:01
188;759;topic_comment;473312;1;2024-06-21 11:50:16
189;759;topic_comment;469911;1;2024-06-21 11:52:39
190;759;topic_comment;472258;1;2024-06-21 12:16:49
191;759;topic_comment;473327;1;2024-06-21 12:33:31
192;759;topic_comment;473312;1;2024-06-21 12:34:37
193;6;topic_comment;226915;1;2024-06-21 12:37:33
194;759;topic_comment;473302;1;2024-06-21 12:38:43
195;33;topic_comment;473340;1;2024-06-21 12:49:39
196;406;comment_reply;158767;1;2024-06-21 12:58:46
197;33;topic_comment;473340;1;2024-06-21 12:59:45
198;759;topic_comment;473316;1;2024-06-21 13:57:03
199;759;topic_comment;470846;1;2024-06-21 13:58:21
200;759;topic_comment;473324;1;2024-06-21 13:59:54
201;6;topic_comment;226915;1;2024-06-21 14:00:46
202;1372;topic_comment;469208;1;2024-06-21 14:02:19
203;1372;topic_comment;473258;1;2024-06-21 14:03:40
204;759;topic_comment;473308;1;2024-06-21 14:04:52
205;759;topic_comment;469954;1;2024-06-21 14:06:14
206;406;topic_comment;472937;1;2024-06-21 14:08:15
207;33;topic_comment;463344;1;2024-06-21 14:20:49
208;33;topic_comment;473340;1;2024-06-21 14:25:20
209;6;comment_reply;158780;1;2024-06-21 14:26:28
210;33;topic_comment;455492;1;2024-06-21 15:47:10
211;33;topic_comment;455492;1;2024-06-21 15:51:40
212;759;comment_reply;158782;1;2024-06-21 15:52:11
213;759;comment_reply;158783;1;2024-06-21 15:57:05
214;33;topic_comment;455492;1;2024-06-21 15:57:17
215;3735;topic_comment;470576;1;2024-06-21 15:58:37
216;959;topic_comment;119376;1;2024-06-21 17:51:47
217;33;topic_comment;473340;1;2024-06-21 18:29:29
218;759;topic_comment;470862;1;2024-06-21 18:35:00
219;759;comment_reply;158524;1;2024-06-21 18:37:04
220;1852;topic_comment;473695;1;2024-06-21 21:35:08
221;1372;topic_comment;473253;1;2024-06-21 22:46:06
222;406;topic_comment;473275;1;2024-06-21 22:48:06
223;1372;topic_comment;473258;1;2024-06-21 22:49:26
224;3735;topic_comment;473220;1;2024-06-21 22:51:11
225;759;topic_comment;403468;1;2024-06-21 22:53:36
226;33;topic_comment;473340;1;2024-06-21 22:56:16
227;751;topic_comment;473066;1;2024-06-21 22:57:56
228;5;topic_comment;432563;1;2024-06-21 22:59:27
229;3735;topic_comment;473210;1;2024-06-21 23:01:03
230;240;topic_comment;278464;1;2024-06-21 23:03:21
231;759;topic_comment;215173;1;2024-06-21 23:05:15
232;759;topic_comment;473366;1;2024-06-21 23:06:35
233;1666;topic_comment;227462;"0";2024-06-21 23:07:49
234;759;topic_comment;233585;1;2024-06-21 23:09:22
235;759;topic_comment;166829;1;2024-06-21 23:10:54
236;759;topic_comment;473316;1;2024-06-21 23:12:18
237;759;topic_comment;472250;1;2024-06-21 23:14:10
238;759;topic_comment;472250;1;2024-06-22 01:05:21
239;3735;topic_comment;473733;1;2024-06-22 01:07:51
240;759;topic_comment;473316;1;2024-06-22 01:10:51
241;1876;topic_comment;379965;"0";2024-06-22 03:11:24
242;1852;topic_comment;473695;1;2024-06-22 06:40:23
243;759;topic_comment;473823;1;2024-06-22 06:49:14
244;759;topic_comment;473812;1;2024-06-22 07:04:09
245;759;topic_comment;473823;1;2024-06-22 07:05:25
246;759;topic_comment;473823;1;2024-06-22 07:25:02
247;759;topic_comment;473298;1;2024-06-22 07:33:06
248;759;topic_comment;473319;1;2024-06-22 07:58:01
249;759;topic_comment;473823;1;2024-06-22 08:14:45
250;19;comment_reply;158828;1;2024-06-22 08:14:45
251;406;topic_comment;473357;1;2024-06-22 08:33:00
252;406;topic_comment;473866;1;2024-06-22 09:12:23
253;759;topic_comment;473837;1;2024-06-22 09:13:20
254;406;topic_comment;473164;1;2024-06-22 09:15:30
255;1852;topic_comment;473957;1;2024-06-22 10:51:30
256;759;topic_comment;473915;1;2024-06-22 11:13:59
257;759;topic_comment;473909;1;2024-06-22 11:23:06
258;1852;topic_comment;473957;1;2024-06-22 11:32:46
259;759;topic_comment;398310;1;2024-06-22 11:41:36
260;759;topic_comment;473837;1;2024-06-22 11:42:14
261;964;topic_comment;119828;"0";2024-06-22 11:42:54
262;1372;topic_comment;380310;1;2024-06-22 11:43:41
263;751;comment_reply;158835;1;2024-06-22 11:45:15
264;759;topic_comment;474000;1;2024-06-22 12:11:52
265;759;topic_comment;474017;1;2024-06-22 12:13:15
266;33;topic_comment;463344;1;2024-06-22 12:53:34
267;406;topic_comment;473164;1;2024-06-22 14:10:23
268;406;comment_reply;158844;1;2024-06-22 14:10:23
269;759;topic_comment;474000;1;2024-06-22 14:11:58
270;759;topic_comment;474017;1;2024-06-22 14:12:51
271;33;topic_comment;472204;1;2024-06-22 14:14:45
272;39;topic_comment;470902;1;2024-06-22 14:44:15
273;39;topic_comment;470908;1;2024-06-22 14:45:22
274;1372;topic_comment;470929;1;2024-06-22 14:46:48
275;1372;topic_comment;470933;1;2024-06-22 14:48:40
276;1372;topic_comment;470941;1;2024-06-22 14:49:52
277;23;topic_comment;470973;1;2024-06-22 14:51:16
278;23;topic_comment;471037;1;2024-06-22 14:52:20
279;23;topic_comment;471052;1;2024-06-22 14:53:33
280;751;topic_comment;471314;1;2024-06-22 14:54:50
281;406;topic_comment;471641;1;2024-06-22 14:58:46
282;406;topic_comment;471803;1;2024-06-22 15:01:57
283;661;topic_comment;472020;1;2024-06-22 15:12:44
284;1372;topic_comment;472186;1;2024-06-22 15:18:33
285;1372;topic_comment;472190;1;2024-06-22 15:40:33
286;1372;topic_comment;472194;1;2024-06-22 15:42:25
287;759;topic_comment;472214;1;2024-06-22 16:14:41
288;759;topic_comment;474127;1;2024-06-22 18:36:03
289;759;topic_comment;472222;1;2024-06-22 19:21:59
290;759;comment_reply;158872;1;2024-06-22 19:21:59
291;3735;topic_comment;474175;1;2024-06-22 20:34:00
292;759;topic_comment;474124;1;2024-06-22 20:37:57
293;33;topic_comment;473340;1;2024-06-22 22:04:56
294;759;topic_comment;464915;1;2024-06-22 22:21:45
295;33;topic_comment;473340;1;2024-06-23 05:51:46
296;759;topic_comment;474275;1;2024-06-23 08:21:58
297;759;topic_comment;474272;1;2024-06-23 08:26:30
298;751;topic_comment;474211;1;2024-06-23 08:28:12
299;1372;topic_comment;377395;1;2024-06-23 09:14:54
300;1372;topic_comment;375998;1;2024-06-23 09:15:35
301;751;topic_comment;426222;1;2024-06-23 09:16:21
302;5;topic_comment;400064;1;2024-06-23 11:00:11
303;759;topic_comment;454652;1;2024-06-23 11:00:38
304;759;topic_comment;360021;1;2024-06-23 11:01:12
305;1372;topic_comment;464375;1;2024-06-23 11:12:14
306;1522;topic_comment;225258;"0";2024-06-23 11:12:40
307;406;topic_comment;253182;1;2024-06-23 11:13:43
308;1522;topic_comment;225258;"0";2024-06-23 12:01:45
309;406;topic_comment;474320;1;2024-06-23 12:44:37
310;759;topic_comment;215041;1;2024-06-23 14:14:33
311;759;topic_comment;221297;1;2024-06-23 15:13:30
312;406;topic_comment;391462;1;2024-06-23 15:19:42
313;759;topic_comment;474403;1;2024-06-23 16:01:21
314;759;topic_comment;474406;1;2024-06-23 16:02:27
315;33;topic_comment;473340;1;2024-06-23 16:37:47
316;406;topic_comment;472933;1;2024-06-23 18:42:03
317;406;topic_comment;472937;1;2024-06-23 18:44:29
318;751;topic_comment;473053;1;2024-06-23 18:58:19
319;751;topic_comment;473066;1;2024-06-23 18:59:24
320;1852;topic_comment;473087;1;2024-06-23 19:11:49
321;1852;topic_comment;473139;1;2024-06-23 19:13:19
322;406;topic_comment;473164;1;2024-06-23 19:14:35
323;406;topic_comment;473190;1;2024-06-23 19:15:53
324;406;topic_comment;473201;1;2024-06-23 21:54:58
325;3735;topic_comment;473210;1;2024-06-23 21:56:41
326;3735;topic_comment;473220;1;2024-06-23 21:57:55
327;406;topic_comment;473239;1;2024-06-23 22:00:44
328;33;topic_comment;473340;1;2024-06-23 23:49:47
329;1372;topic_comment;474734;1;2024-06-23 23:51:17
330;22;topic_comment;111217;1;2024-06-23 23:52:51
331;759;topic_comment;474000;1;2024-06-23 23:54:34
332;759;topic_comment;473837;1;2024-06-23 23:56:43
333;759;topic_comment;472262;1;2024-06-23 23:58:21
334;759;topic_comment;468788;1;2024-06-24 00:00:36
335;759;topic_comment;474406;1;2024-06-24 00:01:33
336;759;topic_comment;454674;1;2024-06-24 00:03:30
337;1372;topic_comment;474684;1;2024-06-24 00:04:58
338;759;topic_comment;474403;1;2024-06-24 00:06:28
339;759;topic_comment;474397;1;2024-06-24 00:07:31
340;406;topic_comment;473201;1;2024-06-24 00:08:48
341;406;topic_comment;474320;1;2024-06-24 00:10:02
342;5;topic_comment;448672;1;2024-06-24 00:11:07
343;1372;topic_comment;474734;1;2024-06-24 01:38:05
344;759;topic_comment;474400;1;2024-06-24 01:40:28
345;406;topic_comment;469187;1;2024-06-24 03:14:57
346;759;topic_comment;474400;1;2024-06-24 06:16:41
347;751;topic_comment;475329;1;2024-06-24 07:35:31
348;759;topic_comment;474403;1;2024-06-24 08:49:47
349;1372;topic_comment;478419;1;2024-06-24 09:37:15
350;1372;topic_comment;473258;1;2024-06-24 10:16:24
351;1372;topic_comment;478425;1;2024-06-24 10:57:25
352;759;topic_comment;474403;1;2024-06-24 11:56:47
353;759;topic_comment;478472;1;2024-06-24 12:42:24
354;759;topic_comment;478459;1;2024-06-24 12:43:15
355;33;topic_comment;473340;1;2024-06-24 12:49:12
356;759;topic_comment;478469;1;2024-06-24 12:50:33
357;759;topic_comment;478466;1;2024-06-24 12:51:05
358;759;topic_comment;478454;1;2024-06-24 12:52:24
359;759;topic_comment;478449;1;2024-06-24 12:53:55
360;1372;topic_comment;478430;1;2024-06-24 12:54:48
361;406;comment_reply;158951;1;2024-06-24 13:31:57
362;19;topic_comment;478580;1;2024-06-24 13:45:18
363;1372;topic_comment;473262;1;2024-06-24 14:32:52
364;406;topic_comment;473275;1;2024-06-24 14:33:50
365;33;topic_comment;478598;1;2024-06-24 14:42:54
366;23;comment_reply;158966;1;2024-06-24 14:49:08
367;33;topic_comment;473340;1;2024-06-24 15:33:09
368;406;topic_comment;473357;1;2024-06-24 15:34:31
369;1852;topic_comment;473695;1;2024-06-24 15:36:40
370;406;topic_comment;473808;1;2024-06-24 15:39:04
371;33;topic_comment;478598;1;2024-06-24 15:50:09
372;33;topic_comment;478598;1;2024-06-24 16:09:02
373;33;topic_comment;478598;1;2024-06-24 16:29:11
374;3737;comment_reply;158979;"0";2024-06-24 16:29:11
375;33;topic_comment;478598;1;2024-06-24 17:20:00
376;1372;topic_comment;478425;1;2024-06-24 17:22:36
377;759;topic_comment;478478;1;2024-06-24 17:29:23
378;759;topic_comment;478449;1;2024-06-24 17:45:48
379;759;topic_comment;452047;1;2024-06-24 18:31:21
380;759;topic_comment;400093;1;2024-06-24 18:40:49
381;759;topic_comment;219730;1;2024-06-24 18:41:35
382;964;topic_comment;162812;"0";2024-06-24 18:42:17
383;1372;topic_comment;478425;1;2024-06-24 19:28:15
384;759;topic_comment;398299;1;2024-06-24 21:32:13
385;759;topic_comment;203001;1;2024-06-24 21:35:03
386;759;topic_comment;235630;1;2024-06-24 21:43:33
387;3735;topic_comment;478962;1;2024-06-25 06:11:55
388;751;topic_comment;479021;1;2024-06-25 06:13:31
389;759;topic_comment;478445;1;2024-06-25 06:41:36
390;33;topic_comment;478598;1;2024-06-25 08:14:15
391;3735;topic_comment;478962;1;2024-06-25 08:15:42
392;406;topic_comment;473866;1;2024-06-25 12:40:04
393;406;topic_comment;473871;1;2024-06-25 12:41:17
394;406;topic_comment;473883;1;2024-06-25 12:42:27
395;406;topic_comment;473893;1;2024-06-25 12:44:50
396;406;topic_comment;473902;1;2024-06-25 12:48:57
397;759;topic_comment;479619;1;2024-06-25 13:00:21
398;759;topic_comment;479587;1;2024-06-25 13:01:47
399;759;topic_comment;479579;1;2024-06-25 13:02:47
400;759;topic_comment;479575;1;2024-06-25 13:04:17
401;759;topic_comment;473823;1;2024-06-25 14:19:49
402;759;topic_comment;473912;1;2024-06-25 14:23:49
403;406;topic_comment;479299;1;2024-06-25 15:16:56
404;406;comment_reply;159017;1;2024-06-25 15:16:56
405;33;comment_reply;159018;1;2024-06-25 15:23:12
406;406;topic_comment;479299;1;2024-06-25 15:24:12
407;406;comment_reply;159019;1;2024-06-25 15:24:12
408;406;topic_comment;473951;1;2024-06-25 15:45:17
409;406;topic_comment;473995;1;2024-06-25 15:51:10
410;406;topic_comment;474133;1;2024-06-25 15:56:02
411;3735;topic_comment;474175;1;2024-06-25 15:59:09
412;751;topic_comment;474211;1;2024-06-25 16:01:37
413;759;topic_comment;161761;1;2024-06-25 16:20:19
414;759;topic_comment;396380;1;2024-06-25 16:20:49
415;406;topic_comment;197497;1;2024-06-25 16:21:38
416;759;topic_comment;352137;1;2024-06-25 16:26:27
417;33;topic_comment;479733;1;2024-06-25 17:09:54
418;33;topic_comment;479733;1;2024-06-25 18:08:53
419;406;topic_comment;474294;1;2024-06-25 18:57:24
420;3735;topic_comment;473210;1;2024-06-25 19:03:33
421;3735;topic_comment;473210;1;2024-06-25 19:07:29
422;1852;topic_comment;479826;1;2024-06-25 21:10:19
423;33;topic_comment;479733;1;2024-06-25 21:43:31
424;406;comment_reply;158994;1;2024-06-25 21:52:41
425;406;topic_comment;217230;1;2024-06-25 21:54:18
426;406;topic_comment;204857;1;2024-06-25 21:55:37
427;759;topic_comment;461133;1;2024-06-25 22:01:15
428;759;topic_comment;473812;1;2024-06-25 22:04:37
429;759;topic_comment;447653;1;2024-06-25 22:06:55
430;759;topic_comment;479571;1;2024-06-25 22:13:10
431;759;topic_comment;479579;1;2024-06-25 22:13:58
432;759;topic_comment;455862;1;2024-06-25 22:18:10
433;759;topic_comment;473316;1;2024-06-25 22:23:35
434;759;topic_comment;447653;1;2024-06-25 23:01:32
435;751;comment_reply;159047;1;2024-06-25 23:01:32
436;759;topic_comment;478478;1;2024-06-26 03:07:31
437;1372;topic_comment;478419;1;2024-06-26 03:10:21
438;1372;topic_comment;478419;1;2024-06-26 05:51:11
439;751;topic_comment;479892;1;2024-06-26 06:00:33
440;751;topic_comment;479954;1;2024-06-26 06:04:59
441;751;topic_comment;480025;1;2024-06-26 06:18:39
442;759;topic_comment;480777;1;2024-06-26 06:20:32
443;759;topic_comment;480808;1;2024-06-26 06:30:48
444;759;topic_comment;480801;1;2024-06-26 06:31:41
445;759;topic_comment;480796;1;2024-06-26 06:32:55
446;759;topic_comment;473302;1;2024-06-26 07:07:39
447;1372;topic_comment;481117;1;2024-06-26 11:21:29
448;1372;topic_comment;481106;1;2024-06-26 11:23:31
449;751;topic_comment;479852;1;2024-06-26 11:25:53
450;751;topic_comment;479021;1;2024-06-26 11:27:07
451;1372;topic_comment;478425;1;2024-06-26 11:28:01
452;1372;topic_comment;474734;1;2024-06-26 11:29:44
453;759;topic_comment;473919;1;2024-06-26 11:30:36
454;759;topic_comment;479619;1;2024-06-26 11:32:17
455;759;topic_comment;478478;1;2024-06-26 11:33:30
456;1372;topic_comment;478419;1;2024-06-26 11:37:34
457;759;topic_comment;479567;1;2024-06-26 11:40:23
458;19;topic_comment;461270;1;2024-06-26 11:42:29
459;1372;topic_comment;470941;1;2024-06-26 11:44:41
460;759;topic_comment;469298;1;2024-06-26 11:46:38
461;1372;topic_comment;463259;1;2024-06-26 11:48:30
462;1852;topic_comment;473087;1;2024-06-26 13:22:37
463;1372;topic_comment;470941;1;2024-06-26 13:25:08
464;759;topic_comment;481125;1;2024-06-26 13:25:08
465;33;topic_comment;473340;1;2024-06-26 13:26:29
466;1372;topic_comment;481117;1;2024-06-26 13:26:58
467;1372;topic_comment;481117;1;2024-06-26 13:28:24
468;1372;topic_comment;481106;1;2024-06-26 13:29:56
469;759;topic_comment;480786;1;2024-06-26 13:33:08
470;751;topic_comment;479852;1;2024-06-26 13:36:30
471;759;topic_comment;479591;1;2024-06-26 13:38:19
472;406;topic_comment;479299;1;2024-06-26 13:44:10
473;751;topic_comment;479021;1;2024-06-26 13:47:57
474;19;topic_comment;478580;1;2024-06-26 13:49:42
475;406;topic_comment;478412;1;2024-06-26 13:51:39
476;751;topic_comment;475329;1;2024-06-26 13:57:04
477;1372;topic_comment;474802;1;2024-06-26 13:58:57
478;759;topic_comment;474330;1;2024-06-26 14:03:15
479;1372;topic_comment;474734;1;2024-06-26 14:05:10
480;406;topic_comment;478391;1;2024-06-26 14:07:11
481;406;topic_comment;473808;1;2024-06-26 14:10:24
482;759;topic_comment;474359;1;2024-06-26 14:16:16
483;406;topic_comment;474303;1;2024-06-26 14:19:59
484;406;topic_comment;474299;1;2024-06-26 14:22:39
485;1852;topic_comment;473139;1;2024-06-26 14:25:55
486;751;topic_comment;474223;1;2024-06-26 14:26:44
487;759;topic_comment;473319;1;2024-06-26 14:27:10
488;1372;topic_comment;473253;1;2024-06-26 14:29:23
489;759;topic_comment;473919;1;2024-06-26 14:30:55
490;759;topic_comment;473327;1;2024-06-26 14:34:03
491;406;topic_comment;474294;1;2024-06-26 14:35:14
492;759;topic_comment;473819;1;2024-06-26 14:36:27
493;759;topic_comment;470865;1;2024-06-26 14:37:20
